,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,324,337,314,315,317,284,249,244,244,230
Diluted Weighted Avg Shares,323,339,329,316,317,308,264,246,245,236
Basic Weighted Avg Shares,323,334,329,316,317,304,262,245,245,236
Revenue per Share,34.97,47.51,44.60,39.09,33.53,31.18,37.48,37.11,110.16,133.66
EBITDA per Share,7.03,9.18,8.12,8.69,7.19,5.56,6.77,7.09,19.07,13.01
Operating Income per Share,2.88,4.29,2.98,3.92,3.35,3.75,5.00,4.80,15.23,9.42
"Basic EPS, GAAP",-1.22,0.23,-19.46,-2.47,-6.79,0.88,16.94,2.08,8.93,5.17
Basic EPS from Cont Ops,-1.09,0.40,-19.56,-2.82,-4.88,1.51,15.73,2.08,8.93,5.17
"Diluted EPS, GAAP",-1.22,0.23,-19.46,-2.47,-6.79,0.87,16.81,2.07,8.93,5.17
Diluted EPS from Cont Ops,-1.09,0.39,-19.56,-2.82,-4.88,1.49,15.61,2.07,8.93,5.17
Dividend per Share,0.48,0.59,0.61,0.24,0.12,0.12,0.12,1.20,1.30,1.41
Cash Flow per Share,3.93,4.52,3.98,6.56,4.38,4.53,5.39,7.50,2.01,1.53
Free Cash Flow per Basic Share,-2.22,1.70,0.85,4.83,3.57,3.25,4.52,6.52,0.91,-0.08
Cash & Equivalents per Share,7.16,6.29,4.83,6.25,3.13,1.98,1.39,15.99,1.03,1.87
Book Value per Share,11.42,10.67,-9.56,-11.99,-19.78,-21.22,-6.47,-5.73,1.92,6.15
Tangible Book Value per Share,22.68,19.47,6.86,5.69,-0.75,-8.39,1.24,1.77,-2.90,0.20
