,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.27,0.35,0.18,0.33,0.36,0.23,0.18,0.20,0.15,0.12
Current Ratio,1.11,1.15,1.23,0.98,1.00,0.85,0.80,0.79,0.76,0.76
Quick Ratio,0.69,0.73,0.35,0.55,0.56,0.44,0.42,0.40,0.34,0.29
CFO/Avg Current Liab,0.25,0.28,0.15,0.11,0.18,0.19,0.18,0.17,0.23,0.16
Common Equity/Total Assets,24.21,28.28,30.04,-12.00,-7.20,-1.32,-2.40,-5.62,-6.35,-11.41
Long-Term Debt/Equity (%),60.05,59.13,23.72,0,0,0,0,0,0,0
Long-Term Debt/Capital (%),34.20,32.66,16.14,201.43,123.82,81.81,110.29,129.84,126.66,163.30
Long-Term Debt/Total Assets (%),15.72,15.54,6.25,23.30,20.50,13.07,14.28,15.98,16.54,27.98
Total Debt/Equity (%),81.67,71.98,31.51,-175.78,-229.43,-936.93,-430.60,-279.04,-454.06,-377.45
Total Debt/Capital (%),46.52,39.76,21.45,203.76,143.49,108.26,118.53,145.63,148.59,166.60
Total Debt/Total Assets (%),21.37,18.92,8.30,23.56,23.76,17.29,15.35,17.93,19.40,28.54
CFO/Total Liabilities,14.88,16.21,8.24,9.82,10.12,12.84,13.43,11.69,15.92,10.75
CFO/CapEx,3.63,3.20,1.80,7.46,9.15,8.29,6.94,7.44,11.01,5.64
Altman's Z-Score,2.69,2.94,1.36,2.83,2.85,2.99,2.85,2.51,2.70,2.61
