,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),21.70,18.31,14.86,0,0,0,0,0,0,0
Return on Assets (%),4.77,4.80,4.34,3.67,8.16,15.78,9.26,8.35,17.75,8.30
Return on Capital (%),9.35,9.65,0,10.30,62.80,0,0,71.01,144.41,59.42
Return on Invested Capital (%),12.45,13.68,0,13.51,81.44,0,0,67.53,78.44,45.64
Gross Margin (%),23.08,23.88,19.31,18.65,18.40,18.25,19.01,18.43,21.13,19.58
EBITDA Margin (%),11.36,11.80,15.52,8.84,8.39,8.29,8.39,8.35,10.08,9.57
Operating Margin (%),7.25,7.91,7.63,8.15,7.71,7.39,7.13,6.96,8.84,8.34
Incremental Operating Margin (%),14.22,-79.62,8.15,-0.22,2.04,4.80,-46.48,11.67,24.46,72.42
Pretax Margin (%),5.80,5.88,6.86,7.80,6.29,5.15,4.29,5.70,11.83,7.05
Profit Margin (%),4.55,4.50,8.85,5.17,4.85,9.11,5.36,5.02,10.24,5.09
Net Income to Common Margin (%),4.55,4.50,8.85,5.17,4.85,9.11,5.36,5.02,10.24,5.09
Effective Tax Rate (%),21.46,23.55,0,29.11,22.89,0,0,11.98,13.42,27.88
Dvd Payout Ratio (%),21.61,23.62,33.62,32.18,35.39,16.88,30.77,35.06,14.42,32.38
Sustainable Growth Rate (%),17.01,13.98,9.86,0,0,0,0,0,0,0
