,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,7251,9202,9639,8475,10218,10793,11810,11311,10761,16188
ST Debt,150,2506,2620,2243,2724,3257,3797,3114,3025,3266
LT Debt,7101,6696,7019,6233,7495,7536,8013,8197,7736,12923
Total Debt/EBITDA,2.92,3.15,2.98,2.88,3.14,2.88,2.91,4.32,3.37,3.62
Net Debt/EBITDA,1.78,2.22,2.03,2.23,2.00,1.74,1.74,2.79,2.19,1.19
Total Debt/EBIT,4.34,4.60,4.14,4.35,4.77,4.01,3.97,7.21,4.70,4.40
Net Debt/EBIT,2.64,3.25,2.82,3.37,3.04,2.42,2.37,4.66,3.06,1.44
EBITDA to Interest Expense,-468.38,-530.64,-262.98,0,0,0,0,2.18,2.85,0
EBITDA-CapEx/Interest Expense,-115.02,-251.13,-122.72,0,0,0,0,0.82,1.39,0
EBIT to Interest Expense,-315.42,-363.78,-189.24,0,0,0,0,1.31,2.04,0
Interest Expense,-5,-5,-12,0,0,0,0,1200,1120,0
Common Equity/Total Assets,31.46,35.01,37.37,37.97,37.20,37.76,37.89,40.13,41.69,41.85
Long-Term Debt/Equity (%),107.04,99.15,101.13,91.96,93.10,87.70,82.55,78.70,67.64,98.14
Long-Term Debt/Capital (%),51.57,40.78,40.04,38.21,39.57,36.91,35.53,36.17,33.67,42.91
Long-Term Debt/Total Assets (%),34.26,32.47,33.25,30.20,31.97,29.57,28.25,28.98,26.40,38.84
Total Debt/Equity (%),109.30,136.25,138.88,125.05,126.93,125.60,121.68,108.60,94.09,122.95
Total Debt/Capital (%),52.66,56.04,54.99,51.96,53.95,52.87,52.36,49.91,46.83,53.76
Total Debt/Total Assets (%),34.99,44.63,45.66,41.06,43.59,42.35,41.64,39.99,36.72,48.65
Net Debt to Equity,66.43,96.15,94.74,96.78,80.92,75.81,72.61,70.22,61.23,40.35
Net Debt/Capital (%),36.66,44.22,42.39,45.57,39.31,38.37,38.34,38.25,35.83,22.18
EBITDA,2482,2919,3235,2941,3251,3743,4052,2617,3194,4469
EBITDA-CapEx,610,1381,1510,976,1405,1790,2081,979,1561,3078
Operating Income (Loss),1672,2001,2328,1947,2144,2689,2975,1568,2291,3679
