,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.77,1.12,1.31,1.03,1.77,0.99,0.81,1.29,0.86,0.35
Current Ratio,2.31,2.47,2.44,2.30,3.14,2.64,2.30,3.00,2.54,2.16
Quick Ratio,1.44,1.71,1.77,1.66,2.34,1.62,1.38,1.95,1.64,1.17
CFO/Avg Current Liab,0.26,0.68,0.35,0.66,0.93,0.93,0.76,0.85,1.01,0.79
Common Equity/Total Assets,103.79,99.32,91.31,104.63,94.08,117.50,128.23,121.76,124.90,141.81
Long-Term Debt/Equity (%),27.45,24.64,43.90,43.55,56.73,77.63,57.38,51.50,44.52,44.75
Long-Term Debt/Capital (%),13.47,12.95,18.05,16.89,22.50,20.27,15.86,16.65,14.43,12.56
Long-Term Debt/Total Assets (%),16.16,14.78,21.83,21.55,27.31,29.87,24.77,24.37,21.11,20.42
Total Debt/Equity (%),27.45,24.64,59.66,46.32,56.73,77.63,64.68,52.11,45.11,45.45
Total Debt/Capital (%),13.47,12.95,24.52,17.97,22.50,20.27,17.88,16.84,14.62,12.76
Total Debt/Total Assets (%),16.16,14.78,29.67,22.92,27.31,29.87,27.93,24.66,21.39,20.74
CFO/Total Liabilities,12.57,34.14,15.11,33.46,35.84,34.64,30.04,32.31,40.08,37.15
CFO/CapEx,3.16,7.47,5.41,9.75,10.46,6.09,7.36,9.01,8.15,6.86
Altman's Z-Score,6.71,7.16,5.17,6.72,7.59,6.68,7.12,7.05,10.05,8.19
