,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,6565,6652,6873,6533,6588,6378,15671,8005,7433,8899
ST Debt,908,504,302,13,11,12,7847,404,188,133
LT Debt,5657,6148,6571,6520,6577,6366,7824,7601,7245,8766
Total Debt/EBITDA,1.64,1.66,1.59,1.52,1.62,1.52,3.85,1.81,1.67,2.14
Net Debt/EBITDA,1.40,1.39,1.37,1.21,1.24,1.34,3.51,1.58,1.45,1.93
Total Debt/EBIT,1.85,1.87,1.77,1.70,1.84,1.73,4.41,2.06,1.90,2.46
Net Debt/EBIT,1.58,1.56,1.52,1.35,1.41,1.53,4.02,1.80,1.66,2.22
EBITDA to Interest Expense,34.44,30.76,32.50,28.83,26.56,21.79,21.21,24.17,23.22,24.90
EBITDA-CapEx/Interest Expense,28.66,24.94,27.30,24.85,22.95,19.53,19.47,21.93,20.27,20.74
EBIT to Interest Expense,30.66,27.36,29.12,25.85,23.46,19.14,18.51,21.23,20.33,21.64
Interest Expense,116,130,133,149,153,193,192,183,192,167
Common Equity/Total Assets,139.94,150.81,169.99,176.42,173.53,189.80,159.42,158.07,171.65,165.53
Long-Term Debt/Equity (%),223.07,443.90,0,38352.94,2706.58,3231.47,1402.15,690.37,746.14,1087.59
Long-Term Debt/Capital (%),21.58,22.61,23.93,23.14,22.77,21.39,19.52,22.67,21.56,24.80
Long-Term Debt/Total Assets (%),40.77,45.68,54.95,53.78,51.89,52.35,52.04,47.74,48.17,55.72
Total Debt/Equity (%),258.87,480.29,-15620.45,38429.41,2711.11,3237.56,2808.42,727.07,765.50,1104.09
Total Debt/Capital (%),25.04,24.46,25.03,23.18,22.81,21.43,39.10,23.88,22.11,25.18
Total Debt/Total Assets (%),47.31,49.42,57.48,53.89,51.97,52.45,104.24,50.28,49.42,56.57
Net Debt to Equity,220.94,401.66,-13415.91,30694.12,2079.42,2869.04,2562.19,633.97,665.71,994.54
Net Debt/Capital (%),22.19,21.31,22.29,19.42,18.47,19.47,36.48,21.38,19.72,23.19
EBITDA,3995,3999,4322,4295,4064,4205,4073,4424,4459,4159
EBITDA-CapEx,3325,3242,3631,3702,3511,3769,3738,4014,3892,3463
Operating Income (Loss),3556,3557,3873,3852,3589,3694,3554,3885,3903,3614
