,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,60192,63506,60287,57791,65996,51447,58795,72011,71096,65412
- Cash & Cash Equivalents,962,1089,970,1315,1535,726,883,888,832,775
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,231,240,255,260,303,299,441,358,362,405
+ Total Debt,6565,6652,6873,6533,6588,6378,15671,8005,7433,8899
Enterprise Value,66026,69309,66445,63269,71352,57398,74024,79486,78059,73941
Total Capital,26214,27190,27455,28181,28888,29758,40079,33528,33611,35343
Total Debt/Capital (%),25.04,24.46,25.03,23.18,22.81,21.43,39.10,23.88,22.11,25.18
Total Debt / EV,0.10,0.10,0.10,0.10,0.09,0.11,0.21,0.10,0.10,0.12
EV/Sales,3.79,4.01,4.14,4.16,4.62,3.69,4.72,4.83,4.48,4.12
EV/EBITDA,16.53,17.33,15.37,14.73,17.56,13.65,18.17,17.97,17.51,17.78
EV/EBIT,18.57,19.49,17.16,16.42,19.88,15.54,20.83,20.46,20.00,20.46
EV/Cash Flow to Firm,20.12,20.48,21.98,19.50,22.66,17.95,22.57,20.58,22.49,27.60
EV/Free Cash Flow to Firm,16.71,16.74,17.89,16.49,19.27,15.79,20.48,18.60,19.33,21.91
Diluted Market Cap,61498,64738,61432,58791,66985,52048,59235,72808,71758,66089
Diluted Enterprise Value,67332,70541,67590,64269,72341,57999,74464,80283,78721,74618
EV per Share,71.77,76.44,74.43,71.64,81.57,66.52,86.61,93.53,92.87,89.06
TTM Sales,17420,17277,16034,15195,15454,15544,15693,16471,17421,17967
TTM EBITDA,3995,3999,4322,4295,4064,4205,4073,4424,4459,4159
TTM Operating Income,3556,3557,3873,3852,3589,3694,3554,3885,3903,3614
TTM Cash Flow to Firm,3282,3384,3024,3244,3149,3199,3280,3863,3470,2679
TTM Free Cash Flow to Firm,3952,4141,3715,3837,3702,3635,3615,4273,4037,3375
