,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,650,754,712,930,1232,1187,914,975,1403,2582
+ Depreciation & Amortization,403,404,417,411,433,556,1651,3210,3196,3169
+ Non-Cash Items,-18,53,141,57,-167,-22,194,173,-70,-389
+ Stock-Based Compensation,46,49,65,68,63,73,229,369,239,323
+ Deferred Income Taxes,-9,3,20,21,-247,133,47,71,-262,-558
+ Asset Impairment Charge,30,0,0,17,18,3,48,124,15,14
+ Other Non-Cash Adj,-85,1,56,-49,-1,-231,-130,-391,-62,-168
+ Chg in Non-Cash Work Cap,4,96,76,33,-15,-169,36,-211,-495,-744
+ (Inc) Dec in Accts Receiv,-47,-42,-2,-88,-75,-108,-7,320,-358,-770
+ (Inc) Dec in Inventories,0,0,0,0,0,0,0,0,0,0
+ (Inc) Dec in Prepaid Assets,-48,-39,-66,-68,-55,-6,-82,-167,-248,-253
+ Inc (Dec) in Accts Payable,37,168,148,178,54,116,238,-146,303,511
+ Inc (Dec) in Other,62,9,-4,11,61,-171,-113,-218,-192,-232
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,1039,1307,1346,1431,1483,1552,2795,4147,4034,4618
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp of Fixed Prod Assets,0,0,0,0,0,0,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed Prod Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,0,7,1,-1,-10,-3,-45,-1,263,-29
+ Dec in LT Investment,0,7,1,0,0,0,0,0,519,23
+ Inc in LT Investment,0,0,0,-1,-10,-3,-45,-1,-256,-52
+ Net Cash From Acq & Div,-30,0,0,-265,-367,-293,-15954,440,-848,-742
+ Cash from Divestitures,0,0,0,0,17,419,51,579,0,246
+ Cash for Acq of Subs,-30,0,0,-265,-384,-712,-16005,-139,-848,-988
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,-118,-293,-361,-288,-280,-367,-603,-780,-1045,-1341
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-148,-286,-360,-554,-657,-663,-16602,-341,-1630,-2112
+ Dividends Paid,0,0,0,0,0,0,0,0,0,0
+ Net Cash From Debt,-338,-49,414,263,325,1034,14987,-2021,-1446,136
+ Cash From Debt,2252,604,3121,2126,2310,5039,20260,8897,6435,3461
+ Repayments of Debt,-2590,-653,-2707,-1863,-1985,-4005,-5273,-10918,-7881,-3325
+ Cash (Repurchase) of Equity,-529,-1095,-1451,-1166,-1145,-1871,-405,-1693,-2646,-2528
+ Increase in Capital Stock,49,53,71,79,78,75,156,133,140,149
+ Decrease in Capital Stock,-578,-1148,-1522,-1245,-1223,-1946,-561,-1826,-2786,-2677
+ Other Financing Activities,-6,18,32,51,0,-5,-391,-122,3331,-86
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-873,-1126,-1005,-852,-820,-842,14191,-3836,-761,-2478
Effect of Foreign Exchange Rates,0,0,0,0,0,0,1,16,-27,-41
Net Changes in Cash,18,-105,-19,25,6,47,384,-30,1643,28
EBITDA,1464,1614,1728,1856,1955,2082,3245,4598,5484,6855
EBITDA Margin (%),30.41,31.86,32.89,33.71,34.32,35.75,31.85,30.96,33.80,38.65
Net Cash Paid for Acquisitions,30,0,0,265,367,293,15954,-440,848,742
Free Cash Flow,1039,1307,1346,1431,1483,1552,2795,4147,4034,4618
Free Cash Flow to Firm,1142,1410,1455,1535,1639,1698,3182,4737,4576,5212
Free Cash Flow to Equity,701,1258,1760,1694,1808,2586,17782,2126,2588,4754
Free Cash Flow per Basic Share,2.02,2.72,2.99,3.32,3.57,3.95,5.46,6.17,6.09,7.19
Price/Free Cash Flow,0,0,0,0,0,0,21.59,18.60,17.40,14.18
Cash Flow to Net Income,1.60,1.73,1.89,1.54,1.19,1.31,3.13,4.33,3.02,1.83
