,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,60000,61000,53000,53000,59000,61000,64000,45000,41000,44000
ST Debt,5000,3000,5000,6000,3000,3000,6000,2000,2000,1000
LT Debt,55000,58000,48000,47000,56000,58000,58000,43000,39000,43000
Total Debt/EBITDA,58.82,60.28,50.81,48.40,44.66,47.18,53.87,29.16,24.19,27.06
Net Debt/EBITDA,40.20,38.54,28.76,25.57,19.68,26.30,33.67,7.78,11.21,6.15
Total Debt/EBIT,0,0,0,0,0,0,0,0,0,0
Net Debt/EBIT,0,0,0,0,0,0,0,0,0,0
EBITDA to Interest Expense,-0.52,-0.59,-0.64,-0.64,-0.63,-0.44,-0.34,-0.74,-1.32,-0.59
EBITDA-CapEx/Interest Expense,-0.01,0.11,0.18,0.16,-0.12,0.01,0.13,-0.03,-0.11,0.08
EBIT to Interest Expense,0,0,0,0,0,0,0,0,0,0
Interest Expense,-1958,-1707,-1623,-1705,-2112,-2943,-3464,-2098,-1283,-2763
Common Equity/Total Assets,5.70,6.11,6.12,6.64,4.67,6.70,7.09,7.33,7.21,7.21
Long-Term Debt/Equity (%),289.47,276.19,228.57,223.81,311.11,263.64,252.17,186.96,177.27,172.00
Long-Term Debt/Capital (%),80.03,82.02,76.36,73.96,83.03,78.73,74.33,72.88,71.39,71.16
Long-Term Debt/Total Assets (%),35.95,36.48,29.81,29.56,30.94,30.69,29.29,22.51,20.63,18.86
Total Debt/Equity (%),315.79,290.48,252.38,252.38,327.78,277.27,278.26,195.65,186.36,176.00
Total Debt/Capital (%),87.31,86.26,84.32,83.40,87.48,82.80,82.02,76.27,75.05,72.81
Total Debt/Total Assets (%),39.22,38.36,32.92,33.33,32.60,32.28,32.32,23.56,21.69,19.30
Net Debt to Equity,215.79,185.71,142.86,133.33,144.44,154.55,173.91,52.17,86.36,40.00
Net Debt/Capital (%),82.46,80.05,75.27,72.63,75.48,72.85,74.03,46.16,58.23,37.84
EBITDA,1020,1012,1043,1095,1321,1293,1188,1543,1695,1626
EBITDA-CapEx,14,-183,-298,-280,259,-17,-457,65,145,-229
Operating Income (Loss),0,0,0,0,0,0,0,0,0,0
