,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,10999,10867,10049,9960,8252,6619,7139,8806,8432,8506
"+ Cash, Cash Equivalents & STI",3275,3149,3054,3182,3062,1093,1494,3315,2354,1804
+ Cash & Cash Equivalents,3275,3149,3054,3182,3062,1093,1494,3315,2354,1804
+ ST Investments,0,0,0,0,0,0,0,0,0,0
+ Accounts & Notes Receiv,4808,5019,4319,2701,3072,3344,2985,2802,2971,3008
"+ Accounts Receivable, Net",4808,5019,4319,2701,3072,3344,2985,2802,2971,3008
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,0,0,0,0,0
+ Inventories,1895,2057,1847,1208,1696,1813,1880,1928,2050,2191
+ Raw Materials,1217,1316,1167,826,1136,1221,1302,1344,1434,1563
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,678,741,680,382,560,592,578,584,616,628
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,0,0,0,0,0,0,0,0,0,0
+ Other ST Assets,1021,642,829,2869,422,369,780,761,1057,1503
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,13712,13310,12039,11783,11337,13771,13358,14076,16283,27166
"+ Property, Plant & Equip, Net",3605,3802,3585,2931,3321,3562,3642,3688,3738,3361
"+ Property, Plant & Equip",9092,9411,8931,7327,7873,8370,8671,9055,9427,8818
- Accumulated Depreciation,5487,5609,5346,4396,4552,4808,5029,5367,5689,5457
+ LT Investments & Receivables,0,0,0,0,0,0,0,0,0,0
+ LT Investments,0,0,0,0,0,0,0,0,0,0
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,10107,9508,8454,8852,8016,10209,9716,10388,12545,23805
+ Total Intangible Assets,9181,8871,8179,4811,7206,9206,9151,9202,10600,21386
+ Goodwill,7509,7182,6653,3909,5316,6455,6536,6734,7723,14662
+ Other Intangible Assets,1672,1689,1526,902,1890,2751,2615,2468,2877,6724
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,926,637,275,4041,810,1003,565,1186,1945,2419
Total Assets,24711,24177,22088,21743,19589,20390,20497,22882,24715,35672
+ Payables & Accruals,6038,5989,5247,3823,4127,4541,4532,4625,5374,5662
+ Accounts Payable,2725,2951,2358,1517,1776,1943,1874,1715,2108,2028
+ Accrued Taxes,129,162,86,180,65,64,0,0,0,0
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,3184,2876,2803,2126,2286,2534,2658,2910,3266,3634
+ ST Debt,1587,2465,2553,2584,862,1623,1444,1160,872,2115
+ ST Borrowings,1587,2465,2553,2584,862,1623,1444,1160,872,2115
+ ST Finance Leases,0,0,0,0,0,0,0,0,0,0
+ Other ST Liabilities,0,0,0,1601,56,0,0,0,0,0
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,0,0,0,1601,56,0,0,0,0,0
Total Current Liabilities,7625,8454,7800,8008,5045,6164,5976,5785,6246,7777
+ LT Debt,4055,3559,4289,4062,3794,3137,4277,6326,5793,8259
+ LT Borrowings,4055,3559,4289,4062,3794,3137,4277,6326,5793,8259
+ LT Finance Leases,0,0,0,0,0,0,0,373,413,348
+ Other LT Liabilities,2313,1997,1871,2055,1980,2099,1971,2324,2753,3320
+ Accrued Liabilities,823,572,408,210,425,484,327,261,711,1720
+ Pension Liabilities,802,797,861,1037,664,625,775,769,676,467
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,688,628,602,808,891,990,869,1294,1366,1133
Total Noncurrent Liabilities,6368,5556,6160,6117,5774,5236,6248,8650,8546,11579
Total Liabilities,13993,14010,13960,14125,10819,11400,12224,14435,14792,19356
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,829,638,647,682,774,825,870,947,999,534
+ Common Stock,477,477,477,477,477,477,477,477,477,477
+ Additional Paid in Capital,352,161,170,205,297,348,393,470,522,57
- Treasury Stock,8985,9811,12257,12831,13032,13935,15114,15920,16291,16738
+ Retained Earnings,18930,19867,21308,21716,21995,23072,24199,24955,26047,28053
+ Other Equity,-189,-575,-1617,-1999,-1019,-1015,-1722,-1577,-872,-1485
Equity Before Minority Interest,10585,10119,8081,7568,8718,8947,8233,8405,9883,10364
+ Minority/Non Controlling Interest,133,48,47,50,52,43,40,42,40,5952
Total Equity,10718,10167,8128,7618,8770,8990,8273,8447,9923,16316
Total Liabilities & Equity,24711,24177,22088,21743,19589,20390,20497,22882,24715,35672
Shares Outstanding,707,697,655,643,642,629,611,598,596,591
Capital Leases - Total,0,0,0,0,0,0,0,373,413,348
Net Debt,2367,2875,3788,3464,1594,3667,4227,4171,4311,8570
Net Debt to Equity,22.08,28.28,46.60,45.47,18.18,40.79,51.09,49.38,43.44,52.53
Tangible Common Equity Ratio,10,8,0,17,13,-2,-8,-6,-5,-35
Current Ratio,1.44,1.29,1.29,1.24,1.64,1.07,1.19,1.52,1.35,1.09
Cash Conversion Cycle,53.87,52.01,55.89,62.93,64.55,64.20,61.14,67.34,61.16,58.07
Number of Employees,140700,140700,140700,103501,76500,87500,88000,83500,86700,85500
