,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,295,294,291,288,289,280,277,273,262,244
Diluted Weighted Avg Shares,298,299,298,293,293,289,277,273,273,255
Basic Weighted Avg Shares,295,294,294,289,289,286,277,273,269,251
Revenue per Share,32.54,35.91,40.64,42.83,48.78,49.82,58.65,53.94,53.02,69.66
EBITDA per Share,0.52,0.58,0.66,0.64,0.68,0.72,0.82,0.92,1.02,1.18
Operating Income per Share,0,0,0,0,0,0,0,0,0,0
"Basic EPS, GAAP",3.59,4.48,4.14,4.55,8.00,5.41,5.04,5.11,6.36,19.16
Basic EPS from Cont Ops,3.78,4.71,4.26,4.71,8.05,5.44,5.22,5.23,6.53,19.32
"Diluted EPS, GAAP",3.55,4.41,4.09,4.50,7.88,5.35,5.04,5.11,6.27,18.85
Diluted EPS from Cont Ops,3.74,4.63,4.21,4.65,7.93,5.38,5.22,5.23,6.44,19.01
Dividend per Share,1.09,1.39,1.55,1.61,1.87,2.09,2.19,2.25,2.43,2.56
Cash Flow per Share,7.52,10.56,14.87,13.33,14.50,18.04,19.86,13.68,11.97,12.64
Free Cash Flow per Basic Share,7.32,10.09,14.40,12.80,13.93,17.72,19.38,13.28,11.48,12.17
Cash & Equivalents per Share,173.58,175.77,180.63,200.43,214.38,225.71,262.55,298.43,307.55,278.18
Book Value per Share,18.33,20.82,23.61,26.85,32.83,36.83,40.05,43.33,49.25,70.01
Tangible Book Value per Share,25.29,27.08,24.35,27.96,36.82,33.75,53081.42,49.17,50.55,29.46
