,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,2752,2559,3472,3177,3218,3303,3828,4364,4360,4078
ST Debt,151,28,181,51,40,43,93,85,80,81
LT Debt,2601,2531,3291,3126,3178,3260,3734,4279,4280,3997
Total Debt/EBITDA,17.88,15.10,17.99,17.03,16.44,16.10,16.88,17.32,15.84,13.78
Net Debt/EBITDA,2.47,4.10,4.70,2.45,3.82,1.58,5.78,6.01,7.37,-2.60
Total Debt/EBIT,0,0,0,0,0,0,0,0,0,0
Net Debt/EBIT,0,0,0,0,0,0,0,0,0,0
EBITDA to Interest Expense,1.08,1.26,0,0,0,0,0,0,0,0
EBITDA-CapEx/Interest Expense,0.66,0.25,0,0,0,0,0,0,0,0
EBIT to Interest Expense,0,0,0,0,0,0,0,0,0,0
Interest Expense,142,134,0,0,0,0,0,0,0,0
Common Equity/Total Assets,2.60,2.79,3.15,3.39,3.74,4.24,4.01,3.99,4.23,5.82
Long-Term Debt/Equity (%),25.95,24.60,34.78,30.08,24.41,27.51,0.03,25.36,26.01,38.79
Long-Term Debt/Capital (%),30.60,28.82,31.33,28.25,24.68,23.19,24.50,25.90,24.27,18.65
Long-Term Debt/Total Assets (%),1.25,1.16,1.50,1.37,1.25,1.34,1.35,1.44,1.40,1.37
Total Debt/Equity (%),27.45,24.87,36.69,30.57,24.71,27.88,0.03,25.86,26.49,39.57
Total Debt/Capital (%),32.37,29.13,33.05,28.71,24.98,23.50,25.12,26.41,24.72,19.03
Total Debt/Total Assets (%),1.32,1.17,1.59,1.39,1.27,1.36,1.39,1.47,1.43,1.39
Net Debt to Equity,3.79,6.76,9.59,4.40,5.74,2.74,0.01,8.97,12.32,-7.48
Net Debt/Capital (%),6.20,10.05,11.43,5.48,7.18,2.93,10.31,11.08,13.25,-4.65
EBITDA,154,170,193,187,196,205,227,252,275,296
EBITDA-CapEx,95,34,57,32,31,113,94,143,145,180
Operating Income (Loss),0,0,0,0,0,0,0,0,0,0
