,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,318,319,318,319,318,306,302,302,272,253
Diluted Weighted Avg Shares,319,320,321,320,321,317,306,303,293,263
Basic Weighted Avg Shares,319,320,321,320,320,316,305,303,292,262
Revenue per Share,59.71,65.99,51.28,50.72,63.29,79.36,74.05,66.43,124.74,158.23
EBITDA per Share,4.82,6.52,5.68,6.62,8.15,13.15,8.86,7.91,34.82,44.09
Operating Income per Share,2.91,4.25,3.50,4.47,5.88,10.87,6.45,5.32,31.86,40.05
"Basic EPS, GAAP",1.53,2.23,1.12,2.49,4.12,7.47,4.17,2.38,23.34,29.00
Basic EPS from Cont Ops,1.84,2.55,1.55,2.82,4.31,7.86,4.49,2.76,24.35,30.80
"Diluted EPS, GAAP",1.53,2.23,1.12,2.49,4.11,7.45,4.16,2.38,23.27,28.91
Diluted EPS from Cont Ops,1.83,2.55,1.55,2.82,4.30,7.83,4.49,2.76,24.28,30.70
Dividend per Share,1.48,1.49,1.50,1.51,1.52,1.54,1.61,1.62,1.65,2.03
Cash Flow per Share,3.38,4.20,6.73,5.44,3.29,7.58,9.21,8.90,21.30,38.39
Free Cash Flow per Basic Share,-0.37,2.11,5.56,3.54,1.88,4.47,4.37,3.81,15.76,30.97
Cash & Equivalents per Share,4.75,3.52,6.41,6.89,3.14,4.58,6.08,10.08,9.61,19.16
Book Value per Share,22.91,23.60,23.30,24.42,27.10,34.33,37.33,38.04,65.44,98.25
Tangible Book Value per Share,15.90,16.12,15.74,16.74,18.79,23.53,26.00,27.57,39.18,48.63
