,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,4409,4584,4412,4357,3795,4291,4383,5341,5685,6691
ST Debt,33,224,51,618,553,58,92,69,723,78
LT Debt,4377,4361,4361,3739,3242,4233,4291,5272,4961,6614
Total Debt/EBITDA,2.87,2.20,2.42,2.06,1.45,1.03,1.62,2.23,0.56,0.58
Net Debt/EBITDA,1.90,1.71,1.36,1.09,1.09,0.70,1.05,1.13,0.33,0.21
Total Debt/EBIT,4.75,3.37,3.93,3.05,2.02,1.25,2.23,3.31,0.61,0.64
Net Debt/EBIT,3.15,2.62,2.20,1.62,1.51,0.84,1.45,1.67,0.36,0.23
EBITDA to Interest Expense,10.48,12.32,10.50,12.50,15.03,30.65,22.26,15.66,64.11,67.96
EBITDA-CapEx/Interest Expense,2.33,8.37,8.35,8.93,12.45,23.40,10.09,5.58,53.89,56.52
EBIT to Interest Expense,6.32,8.04,6.47,8.44,10.84,25.34,16.21,10.53,58.66,61.72
Interest Expense,147,169,174,169,174,136,121,153,159,170
Common Equity/Total Assets,47.96,48.22,51.98,51.12,54.39,58.53,61.42,57.12,69.03,76.69
Long-Term Debt/Equity (%),55.33,54.00,56.01,45.30,35.69,41.49,39.77,46.94,33.97,33.80
Long-Term Debt/Capital (%),36.58,35.12,35.78,29.88,25.42,27.87,26.68,30.51,20.59,20.19
Long-Term Debt/Total Assets (%),28.79,27.92,30.60,24.56,20.47,23.62,23.39,26.19,19.21,20.36
Total Debt/Equity (%),55.74,56.77,56.66,52.78,41.77,42.06,40.62,47.55,38.93,34.19
Total Debt/Capital (%),36.85,36.92,36.20,34.82,29.75,28.25,27.25,30.91,23.59,20.43
Total Debt/Total Assets (%),29.00,29.36,30.96,28.62,23.96,23.95,23.89,26.54,22.01,20.60
Net Debt to Equity,36.99,44.09,31.75,28.00,31.33,28.35,26.40,24.05,22.73,12.32
Net Debt/Capital (%),27.92,31.25,24.12,22.08,24.10,20.97,19.58,18.45,15.28,8.47
EBITDA,1539,2085,1822,2116,2609,4154,2702,2398,10183,11568
EBITDA-CapEx,342,1417,1448,1511,2160,3172,1225,855,8561,9620
Operating Income (Loss),929,1360,1122,1429,1882,3435,1968,1613,9319,10506
