,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,154,192,209,185,813,630,214,236,1011,1904
+ Depreciation & Amortization,212,269,358,364,482,509,593,625,597,552
+ Non-Cash Items,89,93,108,10,-107,261,154,22,233,428
+ Stock-Based Compensation,32,46,47,56,70,78,79,68,101,101
+ Deferred Income Taxes,1,-19,-9,-38,-348,69,11,-182,62,3
+ Asset Impairment Charge,60,57,56,69,88,65,5,19,11,405
+ Other Non-Cash Adj,-5,9,14,-77,84,49,59,117,59,-81
+ Chg in Non-Cash Work Cap,-127,-72,-204,23,-94,-125,-267,1,-59,-250
+ (Inc) Dec in Accts Receiv,-35,21,-11,28,-58,-3,5,31,-136,-48
+ (Inc) Dec in Inventories,-98,-59,-72,-8,-127,-185,35,-26,-123,-235
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,28,-29,-48,27,263,101,-282,16,195,135
+ Inc (Dec) in Other,-22,-5,-72,-24,-172,-39,-24,-20,6,-102
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,327,481,471,581,1094,1274,695,884,1782,2633
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,10,4,11,0,14,41,7,9,14,59
+ Disp of Fixed Prod Assets,10,4,11,0,14,41,7,9,14,59
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-156,-204,-272,-213,-396,-515,-635,-484,-492,-1036
+ Acq of Fixed Prod Assets,-156,-204,-272,-213,-396,-515,-535,-384,-492,-1036
+ Acq of Intangible Assets,0,0,0,0,0,0,-100,-100,0,0
+ Net Change in LT Investment,29,98,8,0,-2,0,0,0,-45,11
+ Dec in LT Investment,224,117,8,0,0,0,0,0,4,29
+ Inc in LT Investment,-196,-19,-1,0,-2,0,0,0,-49,-18
+ Net Cash From Acq & Div,0,-424,-31,-2180,19,-87,-883,22,-392,261
+ Cash from Divestitures,0,0,0,104,20,8,5,26,7,263
+ Cash for Acq of Subs,0,-424,-31,-2284,-1,-95,-888,-4,-399,-2
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,0,-40,20,-42,-1,12,0,0,0,0
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-118,-566,-264,-2435,-364,-549,-1511,-454,-915,-705
+ Dividends Paid,0,0,0,0,0,0,0,0,0,0
+ Net Cash From Debt,-89,212,299,2258,-734,-287,810,-166,-483,-41
+ Cash From Debt,174,346,817,2587,1106,15,1405,1858,787,500
+ Repayments of Debt,-263,-134,-518,-329,-1840,-302,-595,-2024,-1270,-541
+ Cash (Repurchase) of Equity,-101,-122,-348,0,-25,-315,-139,-65,0,-260
+ Increase in Capital Stock,0,0,0,0,0,0,0,0,0,0
+ Decrease in Capital Stock,-101,-122,-348,0,-25,-315,-139,-65,0,-260
+ Other Financing Activities,16,1,-50,7,-52,-3,-47,-13,-86,-69
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-174,91,-100,2265,-811,-605,623,-244,-569,-370
Effect of Foreign Exchange Rates,-12,-5,0,-1,2,0,0,1,-1,-2
Net Changes in Cash,35,7,106,411,-81,120,-193,187,298,1558
EBITDA,463,538,632,636,1197,1367,1226,1040,1959,3317
EBITDA Margin (%),16.65,17.01,18.07,16.27,21.59,23.26,22.21,19.80,29.06,39.83
Net Cash Paid for Acquisitions,0,424,31,2180,-19,87,883,-21,392,-261
Free Cash Flow,171,277,198,368,699,759,60,401,1290,1597
Free Cash Flow to Firm,206,0,246,0,0,866,175,0,1404,1674
Free Cash Flow to Equity,92,493,508,2627,-21,513,976,343,821,1615
Free Cash Flow per Basic Share,0.38,0.63,0.47,0.89,1.66,1.79,0.15,0.98,3.03,3.69
Price/Free Cash Flow,7.69,6.53,5.73,6.75,6.02,3.98,7.60,9.94,13.19,7.62
Cash Flow to Net Income,2.00,2.47,2.28,3.19,1.35,2.03,3.28,3.78,1.77,1.38
