,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,8.69,9.68,6.39,6.95,7.96,9.78,8.65,5.60,10.20,11.55
Days Sales Outstanding,42.02,37.71,57.13,52.50,45.83,37.32,42.19,65.14,35.79,31.62
Inventory Turnover,7.73,8.76,7.11,9.70,11.04,7.68,6.88,7.05,8.81,6.69
Days Inventory Outstanding,47.25,41.69,51.33,37.62,33.06,47.55,53.05,51.78,41.43,54.54
Accounts Payable Turnover,2.17,2.23,2.09,2.92,2.82,2.71,2.36,2.33,2.70,2.50
Accounts Payable Turnover Days,168.45,163.69,174.37,125.04,129.41,134.86,154.82,156.77,135.10,145.99
Cash Conversion Cycle,-79.18,-84.30,-65.91,-34.92,-50.53,-49.99,-59.58,-39.85,-57.88,-59.83
Inventory to Cash Days,-5.22,-3.98,5.81,14.88,12.76,-10.23,-10.86,13.36,-5.64,-22.93
Inventories,563,707,599,350,484,859,767,629,584,1058
Raw Materials,0,0,0,0,0,0,0,0,0,0
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,0,0,0,0,0,0,0,0,0,0
Other Inventory,563,707,599,350,484,859,767,629,584,1058
