,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,20.58,17.28,0,0,24.01,14.76,17.41,0,11.11,9.73
Price/Earnings Average,17.91,18.47,-10.30,-42.24,21.29,19.11,18.07,-48.22,9.53,9.03
Price/Earnings High,23.15,22.16,-12.22,-55.19,24.40,22.52,22.80,-85.75,12.23,11.34
Price/Earnings Low,13.78,15.03,-8.22,-28.84,18.24,13.84,13.60,-25.86,6.05,6.63
Price/Book Value,3.69,3.40,3.85,6.78,5.78,3.69,3.02,2.05,3.24,4.08
Price/Book Value Average,3.22,3.63,4.66,5.61,5.13,4.78,3.14,2.04,2.78,3.78
Price/Book Value High,4.16,4.35,5.53,7.33,5.87,5.63,3.96,3.63,3.56,4.75
Price/Book Value Low,2.47,2.95,3.72,3.83,4.39,3.46,2.36,1.10,1.76,2.78
Price/Tangible Book Value,2.96,2.87,3.00,4.17,3.83,2.62,2.22,1.45,2.35,3.07
Price/Tangible Book Value Average,2.58,3.07,3.63,3.45,3.40,3.39,2.30,1.45,2.02,2.85
Price/Tangible Book Value High,3.34,3.68,4.31,4.51,3.90,4.00,2.90,2.57,2.59,3.58
Price/Tangible Book Value Low,1.98,2.50,2.90,2.36,2.91,2.46,1.73,0.78,1.28,2.09
Price/Sales,3.14,3.03,4.45,7.50,5.53,2.94,2.81,2.97,2.63,2.56
Price/Sales Average,2.73,3.24,5.38,6.21,4.91,3.80,2.92,2.95,2.26,2.38
Price/Sales High,3.53,3.88,6.39,8.11,5.62,4.48,3.68,5.25,2.90,2.98
Price/Sales Low,2.10,2.63,4.30,4.24,4.20,2.75,2.19,1.58,1.44,1.75
Price/Cash Flow,6.17,5.82,10.72,23.72,14.54,6.50,5.83,5.85,5.89,23.85
Price/Cash Flow Average,5.37,6.23,12.96,19.64,12.89,8.41,6.05,5.82,5.06,22.13
Price/Cash Flow High,6.94,7.47,15.39,25.66,14.77,9.91,7.64,10.35,6.49,27.78
Price/Cash Flow Low,4.13,5.07,10.34,13.41,11.05,6.09,4.55,3.12,3.21,16.26
Price/Free Cash Flow,3.18,3.01,4.48,11.32,7.44,3.67,3.28,3.46,4.12,18.19
Price/Free Cash Flow Average,2.76,3.22,5.41,9.37,6.60,4.75,3.41,3.44,3.53,16.88
Price/Free Cash Flow High,3.57,3.86,6.43,12.25,7.56,5.60,4.30,6.12,4.54,21.19
Price/Free Cash Flow Low,2.13,2.62,4.32,6.40,5.66,3.44,2.56,1.85,2.25,12.40
EV/Sales,3.49,3.28,5.17,8.53,6.07,3.22,3.04,3.27,2.66,2.56
EV/Sales Average,3.08,3.50,6.11,7.19,5.44,4.09,3.14,3.26,2.28,2.37
EV/Sales High,3.89,4.15,7.12,9.17,6.16,4.77,3.91,5.57,2.93,2.99
EV/Sales Low,2.44,2.89,5.02,5.14,4.73,3.03,2.42,1.88,1.45,1.74
EV/EBITDA,6.68,6.32,14.04,22.41,13.89,6.71,6.72,8.37,4.65,4.98
EV/EBITDA Average,5.89,6.73,16.59,18.88,12.45,8.52,6.95,8.34,3.99,4.62
EV/EBITDA High,7.44,7.99,19.35,24.09,14.10,9.95,8.65,14.26,5.11,5.81
EV/EBITDA Low,4.67,5.56,13.62,13.49,10.83,6.32,5.34,4.81,2.54,3.38
EV/EBIT,12.79,11.77,0,0,45.78,11.50,13.15,70.51,6.87,5.30
EV/EBIT Average,11.29,12.53,-420.87,-75.45,41.02,14.61,13.61,70.24,5.90,4.91
EV/EBIT High,14.25,14.86,-490.82,-96.25,46.46,17.05,16.94,120.19,7.57,6.18
EV/EBIT Low,8.95,10.34,-345.50,-53.91,35.68,10.84,10.47,40.49,3.75,3.60
Last Price,83.68,92.70,70.61,101.10,107.91,87.52,82.39,50.56,89.18,129.52
High Price,94.15,118.89,101.36,109.37,109.66,133.53,107.89,89.54,98.20,150.88
Low Price,56.03,80.63,68.15,57.15,81.99,82.04,64.33,27.00,48.60,88.29
Enterprise Value,50296,54650,44767,63691,67976,55291,51461,32288,52334,75520
Enterprise Value Average,44374,58161,52887,53662,60911,70261,53276,32163,44907,70030
Enterprise Value High,56017,69009,61675,68460,68989,81978,66300,55035,57613,88074
Enterprise Value Low,35194,48032,43415,38345,52982,52113,40951,18539,28584,51290
