,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,389,438,402,472,477,933,703,747,755,682
+ Depreciation & Amortization,106,103,106,109,125,151,159,165,186,201
+ Non-Cash Items,25,17,47,-4,76,-254,47,26,110,25
+ Stock-Based Compensation,19,18,19,26,24,26,37,46,67,60
+ Deferred Income Taxes,-15,6,1,-40,24,-269,21,-11,36,22
+ Asset Impairment Charge,6,0,10,0,0,0,0,0,17,10
+ Other Non-Cash Adj,16,-7,18,10,28,-10,-11,-8,-10,-67
+ Chg in Non-Cash Work Cap,-55,-54,36,82,137,-9,38,103,-223,-256
+ (Inc) Dec in Accts Receiv,-29,-16,16,-21,-13,20,12,5,-23,-46
+ (Inc) Dec in Inventories,-60,-54,-18,-39,45,-10,-21,-200,-154,-205
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,12,-7,40,47,98,73,128,164,35,125
+ Inc (Dec) in Other,22,23,-2,95,7,-92,-81,134,-81,-130
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,465,504,590,658,815,821,947,1041,828,652
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,3,1,0,2,1,12,0,0,0,0
+ Disp of Fixed Prod Assets,3,1,0,2,1,12,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-100,-133,-128,-154,-182,-169,-174,-225,-278,-262
+ Acq of Fixed Prod Assets,-100,-133,-128,-154,-182,-169,-174,-225,-278,-262
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,0,0,0,0,0,0,0,0,0,0
+ Dec in LT Investment,0,0,0,0,0,0,0,0,0,0
+ Inc in LT Investment,0,0,0,0,0,0,0,0,0,0
+ Net Cash From Acq & Div,-142,0,-211,-116,-4327,-4,0,-803,-641,95
+ Cash from Divestitures,0,0,0,4,0,0,0,0,65,95
+ Cash for Acq of Subs,-142,0,-211,-121,-4327,-4,0,-803,-706,0
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,0,0,0,1,0,3,3,3,10,20
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-240,-132,-339,-267,-4508,-158,-171,-1026,-909,-146
+ Dividends Paid,-180,-192,-205,-218,-238,-273,-302,-330,-363,-397
+ Net Cash From Debt,-5,-2,245,-196,3717,-772,-448,269,744,-772
+ Cash From Debt,246,0,247,6,3990,26,0,527,1002,0
+ Repayments of Debt,-251,-2,-2,-202,-273,-798,-448,-258,-257,-772
+ Cash (Repurchase) of Equity,-177,-244,-146,-243,416,-62,-95,-47,-9,-39
+ Increase in Capital Stock,0,0,0,0,554,0,0,0,0,0
+ Decrease in Capital Stock,-177,-244,-146,-243,-138,-62,-95,-47,-9,-39
+ Other Financing Activities,117,89,-94,285,-139,357,119,329,-350,720
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-246,-349,-200,-371,3756,-751,-726,221,22,-487
Effect of Foreign Exchange Rates,4,-9,-16,-14,5,-2,9,32,-14,-36
Net Changes in Cash,-20,23,52,20,63,-88,50,237,-58,18
EBITDA,682,711,716,765,891,1081,1137,1184,1277,1118
EBITDA Margin (%),16.53,16.75,16.66,17.35,18.42,20.38,21.27,21.13,20.21,17.60
Net Cash Paid for Acquisitions,142,0,211,116,4327,4,0,803,641,-95
Free Cash Flow,365,371,462,504,633,652,773,816,550,390
Free Cash Flow to Firm,404,408,501,546,704,0,907,925,658,508
Free Cash Flow to Equity,363,370,707,310,4351,-108,325,1085,1295,-382
Free Cash Flow per Basic Share,1.38,1.43,1.80,1.99,2.50,2.48,2.92,3.06,2.06,1.45
Price/Free Cash Flow,16.31,15.30,15.47,14.68,13.14,20.06,20.25,19.81,21.22,24.77
Cash Flow to Net Income,1.20,1.15,1.47,1.39,1.71,0.88,1.35,1.39,1.10,0.96
