,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,417,493,591,756,841,935,1086,1117,1592,1850
+ Sales & Services Revenue,417,493,591,756,841,935,1086,1117,1592,1850
- Cost of Revenue,223,260,314,401,442,496,570,574,883,1066
+ Cost of Goods & Services,223,260,314,401,442,496,570,574,883,1066
Gross Profit,193,233,277,355,399,440,517,543,710,784
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,126,139,169,224,238,287,361,370,529,570
"+ Selling, General & Admin",98,108,133,167,177,208,258,260,391,403
+ Research & Development,23,26,30,43,47,63,81,88,93,105
+ Other Operating Expense,5,5,6,14,14,16,21,22,45,61
Operating Income (Loss),67,95,108,131,161,152,156,173,181,214
- Non-Operating (Income) Loss,1,0,0,2,-1,-3,-3,-2,22,27
"+ Interest Expense, Net",0,0,0,0,0,0,-2,-1,23,28
+ Interest Expense,0,0,0,0,0,0,-2,-1,23,28
- Interest Income,0,0,0,0,0,0,0,0,0,0
+ Other Non-Op (Income) Loss,1,0,0,2,-1,-3,-1,-1,-2,-2
Pretax Income,66,94,108,129,162,156,160,175,159,188
- Income Tax Expense (Benefit),27,36,44,19,-2,8,13,-20,-2,23
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,39,59,65,110,164,147,147,195,161,164
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,39,59,65,110,164,147,147,195,161,164
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",39,59,65,110,164,147,147,195,161,164
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",39,59,65,110,164,147,147,195,161,164
Basic Weighted Avg Shares,32,33,34,36,37,38,39,40,41,42
"Basic EPS, GAAP",1.23,1.79,1.90,3.01,4.40,3.84,3.79,4.87,3.95,3.95
Basic EPS from Cont Ops,1.23,1.79,1.90,3.01,4.40,3.84,3.79,4.87,3.95,3.95
Diluted Weighted Avg Shares,35,35,37,39,39,40,40,42,42,42
"Diluted EPS, GAAP",1.13,1.66,1.77,2.82,4.18,3.68,3.65,4.69,3.82,3.87
Diluted EPS from Cont Ops,1.13,1.66,1.77,2.82,4.18,3.68,3.65,4.69,3.82,3.87
EBITDA,81,109,128,182,215,214,233,255,316,373
EBITDA Margin (%),19.42,22.19,21.59,24.02,25.56,22.91,21.45,22.80,19.87,20.18
EBITA,67,95,108,131,161,152,156,173,181,214
EBIT,67,95,108,131,161,152,156,173,181,214
Gross Margin (%),46.37,47.33,46.90,47.00,47.48,47.00,47.58,48.58,44.57,42.37
Operating Margin (%),16.11,19.23,18.28,17.37,19.14,16.30,14.39,15.49,11.35,11.58
Profit Margin (%),9.38,11.95,10.98,14.53,19.50,15.77,13.49,17.45,10.14,8.88
Sales per Employee,161929,172654,164814,197349,206602,206692,202390,203030,234920,256973
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Depreciation Expense,14,15,20,50,54,62,77,82,136,159
