,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,92.48,67.09,87.28,178.25,297.12,226.99,116.06,91.32,113.38,85.07
Days Sales Outstanding,3.95,5.44,4.18,2.05,1.23,1.61,3.14,4.00,3.22,4.29
Inventory Turnover,32.34,70.68,55.08,61.16,87.10,102.21,112.27,107.01,141.88,155.40
Days Inventory Outstanding,11.29,5.16,6.63,5.97,4.19,3.57,3.25,3.41,2.57,2.35
Accounts Payable Turnover,5.63,6.68,9.16,12.42,14.15,14.18,19.42,20.87,25.78,19.54
Accounts Payable Turnover Days,64.84,54.62,39.85,29.38,25.80,25.74,18.79,17.49,14.16,18.68
Cash Conversion Cycle,-49.61,-44.02,-29.04,-21.36,-20.38,-20.57,-12.40,-10.08,-8.37,-12.04
Inventory to Cash Days,-7.34,0.28,-2.44,-3.92,-2.96,-1.96,-0.11,0.59,0.65,1.94
Inventories,1,0,1,1,1,1,1,1,1,2
Raw Materials,0,0,0,0,0,0,0,0,0,0
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,0,0,0,0,0,0,0,0,0,0
Other Inventory,1,0,1,1,1,1,1,1,1,2
