,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,0,1403,2189,2608,4642,6944,15131,25862,24232,17957
- Cash & Cash Equivalents,13,25,51,60,46,46,134,152,278,401
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,82,27,26,30,35,34,33,31,29,29
Enterprise Value,69,1405,2164,2578,4631,6933,15030,25741,23983,17585
Total Capital,97,33,53,101,173,431,609,751,945,1227
Total Debt/Capital (%),84.41,81.31,48.76,29.57,20.39,7.99,5.35,4.11,3.08,2.36
Total Debt / EV,1.19,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00
EV/Sales,0.64,9.31,9.63,7.83,10.69,12.24,20.38,30.59,22.72,12.79
EV/EBITDA,4.64,61.47,49.34,36.00,47.25,34.09,55.99,107.48,74.76,37.31
EV/EBIT,7.37,89.51,62.84,44.46,58.90,39.91,66.44,138.30,94.58,46.44
EV/Cash Flow to Firm,2.56,57.73,49.33,25.84,35.25,37.39,66.80,113.29,75.10,47.92
EV/Free Cash Flow to Firm,1.56,36.39,35.82,17.96,24.28,28.26,47.27,80.11,53.83,34.91
Diluted Market Cap,0,1352,2219,2682,4723,7103,15324,26106,24306,18052
Diluted Enterprise Value,69,1354,2195,2652,4712,7091,15223,25986,24058,17681
EV per Share,1.35,26.10,37.88,44.96,80.14,121.04,260.67,445.82,413.41,303.89
TTM Sales,108,151,225,329,433,566,738,841,1056,1375
TTM EBITDA,15,23,44,72,98,203,268,239,321,471
TTM Operating Income,9,16,34,58,79,174,226,186,254,379
TTM Cash Flow to Firm,27,24,44,100,131,185,225,227,319,367
TTM Free Cash Flow to Firm,44,39,60,144,191,245,318,321,446,504
