,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,51,54,57,57,58,57,58,58,58,58
Diluted Weighted Avg Shares,48,52,58,59,59,59,58,58,58,58
Basic Weighted Avg Shares,48,50,56,58,58,58,58,58,58,58
Revenue per Share,2.26,3.03,3.98,5.72,7.49,9.81,12.82,14.60,18.23,23.74
EBITDA per Share,0.31,0.46,0.78,1.24,1.69,3.52,4.66,4.16,5.54,8.14
Operating Income per Share,0.20,0.32,0.61,1.01,1.36,3.01,3.93,3.23,4.38,6.54
"Basic EPS, GAAP",0.03,0.11,0.37,0.76,1.15,2.37,3.14,2.49,3.39,4.86
Basic EPS from Cont Ops,0.16,0.11,0.37,0.76,1.16,2.38,3.14,2.49,3.39,4.86
"Diluted EPS, GAAP",0.03,0.11,0.36,0.74,1.13,2.34,3.09,2.46,3.37,4.84
Diluted EPS from Cont Ops,0.16,0.11,0.36,0.74,1.14,2.34,3.09,2.46,3.37,4.84
Dividend per Share,0.26,0,0,0,0,0,0,0,0,0
Cash Flow per Share,0.50,0.45,0.76,1.72,2.26,3.20,3.90,3.94,5.52,6.30
Free Cash Flow per Basic Share,0.14,0.16,0.47,0.96,1.23,2.16,2.28,2.31,3.34,3.94
Cash & Equivalents per Share,0.26,0.47,0.89,1.05,0.80,0.80,2.32,2.63,4.79,6.93
Book Value per Share,0.30,0.12,0.48,1.24,2.39,6.92,10.00,12.47,15.79,20.70
Tangible Book Value per Share,-1.12,0.32,0.75,1.09,1.43,4.93,8.23,10.46,13.51,18.61
