,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,13.35,15.39,14.53,16.63,22.60,10.24,12.51,9.79,10.57,13.55
Price/Earnings Average,11.91,12.69,13.36,15.28,18.51,10.75,10.77,11.03,11.41,19.78
Price/Earnings High,13.42,15.87,15.57,17.59,23.33,12.62,12.69,13.92,13.99,28.85
Price/Earnings Low,10.38,9.84,10.33,12.69,16.27,9.21,8.99,8.76,9.78,12.60
Price/Book Value,2.25,3.16,2.71,2.59,3.17,2.79,3.25,2.42,2.19,1.07
Price/Book Value Average,2.01,2.61,2.49,2.38,2.60,2.93,2.80,2.73,2.36,1.57
Price/Book Value High,2.26,3.26,2.90,2.74,3.28,3.44,3.29,3.44,2.90,2.28
Price/Book Value Low,1.75,2.02,1.93,1.98,2.29,2.51,2.33,2.17,2.02,1.00
Price/Tangible Book Value,3.01,4.30,3.61,4.02,6.79,5.52,6.33,4.40,3.44,1.57
Price/Tangible Book Value Average,2.69,3.55,3.32,3.70,5.56,5.80,5.45,4.95,3.72,2.29
Price/Tangible Book Value High,3.03,4.44,3.87,4.26,7.00,6.81,6.42,6.25,4.56,3.34
Price/Tangible Book Value Low,2.34,2.75,2.56,3.07,4.88,4.97,4.55,3.93,3.19,1.46
Price/Sales,2.44,3.22,3.00,2.89,3.46,3.04,3.66,2.63,2.66,1.72
Price/Sales Average,2.17,2.66,2.76,2.65,2.83,3.19,3.15,2.96,2.87,2.51
Price/Sales High,2.45,3.32,3.21,3.06,3.57,3.75,3.71,3.74,3.52,3.67
Price/Sales Low,1.90,2.06,2.13,2.20,2.49,2.74,2.63,2.35,2.46,1.60
Price/Cash Flow,6.18,8.82,8.72,7.87,9.81,7.32,7.95,5.79,7.00,7.04
Price/Cash Flow Average,5.51,7.27,8.02,7.23,8.04,7.69,6.84,6.52,7.56,10.27
Price/Cash Flow High,6.21,9.10,9.35,8.32,10.13,9.02,8.06,8.22,9.27,14.98
Price/Cash Flow Low,4.81,5.64,6.20,6.00,7.07,6.59,5.71,5.18,6.48,6.55
Price/Free Cash Flow,4.18,6.07,6.47,5.63,6.59,4.93,5.40,4.14,4.21,2.69
Price/Free Cash Flow Average,3.73,5.00,5.95,5.17,5.39,5.17,4.65,4.66,4.54,3.93
Price/Free Cash Flow High,4.20,6.26,6.93,5.95,6.80,6.07,5.48,5.88,5.57,5.73
Price/Free Cash Flow Low,3.25,3.88,4.60,4.29,4.74,4.43,3.88,3.70,3.89,2.50
EV/Sales,2.31,3.12,2.94,3.03,3.65,3.19,3.77,2.70,2.79,1.98
EV/Sales Average,2.32,2.77,2.88,2.99,3.20,3.46,3.41,3.26,3.30,3.05
EV/Sales High,2.60,3.42,3.33,3.39,3.93,4.00,3.95,4.01,3.95,4.21
EV/Sales Low,2.04,2.20,2.26,2.54,2.85,3.01,2.90,2.67,2.89,2.13
EV/EBITDA,5.92,7.20,7.05,7.97,8.66,6.99,8.17,5.83,6.50,8.13
EV/EBITDA Average,5.95,6.41,6.91,7.87,7.58,7.58,7.37,7.02,7.70,12.52
EV/EBITDA High,6.65,7.90,8.00,8.92,9.33,8.77,8.55,8.64,9.21,17.28
EV/EBITDA Low,5.23,5.07,5.41,6.68,6.77,6.59,6.28,5.75,6.73,8.75
EV/EBIT,9.72,11.14,11.33,12.18,12.51,9.72,12.11,8.82,9.98,53.47
EV/EBIT Average,9.76,9.91,11.10,12.02,10.95,10.54,10.93,10.62,11.80,82.38
EV/EBIT High,10.92,12.22,12.85,13.63,13.46,12.20,12.67,13.07,14.13,113.70
EV/EBIT Low,8.59,7.85,8.70,10.21,9.78,9.17,9.30,8.70,10.33,57.58
Last Price,25.85,36.76,34.99,36.27,46.16,46.75,59.62,48.75,51.74,26.43
High Price,25.98,37.90,37.49,38.36,47.64,57.60,60.48,69.29,68.49,56.28
Low Price,20.10,23.50,24.87,27.68,33.23,42.04,42.86,43.61,47.87,24.59
Enterprise Value,121756,174193,162685,179741,229163,225832,271648,210529,220270,124917
Enterprise Value Average,122254,155034,159366,177370,200524,244911,245062,253589,260661,192435
Enterprise Value High,136815,191099,184502,201166,246669,283462,284266,311992,312028,265600
Enterprise Value Low,107609,122728,124873,150649,179129,213193,208676,207680,228105,134499
