,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,1.48,0.88,1.62,0.84,0.80,0.70,0.59,0.97,1.03,0.88
Current Ratio,2.36,1.73,2.58,1.75,1.69,1.73,1.40,1.91,2.10,1.57
Quick Ratio,1.74,1.15,1.92,1.07,1.13,1.11,0.93,1.24,1.38,1.01
CFO/Avg Current Liab,1.57,1.38,1.20,1.21,1.17,1.73,1.70,1.50,1.15,0.52
Common Equity/Total Assets,61.73,60.03,59.21,58.34,55.30,59.03,57.71,53.43,57.17,56.00
Long-Term Debt/Equity (%),22.60,21.67,32.80,31.18,36.28,33.66,32.65,41.83,35.13,36.49
Long-Term Debt/Capital (%),18.68,17.57,23.94,22.59,26.36,24.63,23.48,28.68,24.94,25.83
Long-Term Debt/Total Assets (%),14.25,13.17,19.44,18.22,20.31,19.61,18.54,22.14,19.90,20.69
Total Debt/Equity (%),23.08,24.54,37.11,38.18,38.85,35.35,37.42,44.92,39.94,40.71
Total Debt/Capital (%),19.08,19.90,27.09,27.66,28.23,25.87,26.91,30.80,28.35,28.82
Total Debt/Total Assets (%),14.56,14.91,22.00,22.31,21.76,20.60,21.24,23.78,22.62,23.09
CFO/Total Liabilities,60.92,56.57,45.30,46.30,40.77,55.12,56.16,49.11,41.08,19.58
CFO/CapEx,1.93,2.00,2.55,2.27,1.88,1.94,2.04,2.45,1.48,0.62
Altman's Z-Score,4.42,5.10,4.47,4.23,4.68,4.91,4.93,3.89,3.85,2.12
