,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,4967,4748,4725,4730,4687,4516,4290,4062,4070,4137
Diluted Weighted Avg Shares,5097,5056,4894,4875,4835,4701,4473,4232,4090,4123
Basic Weighted Avg Shares,4970,4901,4742,4730,4701,4611,4417,4199,4059,4108
Revenue per Share,10.61,11.40,11.67,12.56,13.35,15.36,16.29,18.54,19.47,15.35
EBITDA per Share,4.14,4.94,4.86,4.77,5.63,7.01,7.53,8.60,8.35,3.74
Operating Income per Share,2.52,3.19,3.03,3.12,3.90,5.04,5.08,5.69,5.44,0.57
"Basic EPS, GAAP",1.94,2.39,2.41,2.18,2.04,4.57,4.77,4.98,4.89,1.95
Basic EPS from Cont Ops,1.94,2.39,2.41,2.18,2.04,4.57,4.77,4.98,4.89,1.95
"Diluted EPS, GAAP",1.89,2.31,2.33,2.12,1.99,4.48,4.71,4.94,4.86,1.94
Diluted EPS from Cont Ops,1.89,2.31,2.33,2.12,1.99,4.48,4.71,4.94,4.86,1.94
Dividend per Share,0.90,0.90,0.96,1.04,1.08,1.20,1.26,1.33,1.39,1.46
Cash Flow per Share,4.18,4.17,4.01,4.61,4.70,6.38,7.50,8.43,7.39,3.76
Free Cash Flow per Basic Share,2.02,2.09,2.44,2.58,2.20,3.09,3.83,4.98,2.38,-2.34
Cash & Equivalents per Share,4.04,2.96,5.36,3.62,2.99,2.58,3.06,5.88,6.98,6.85
Book Value per Share,11.48,11.63,12.92,13.98,14.54,16.73,18.36,20.14,23.65,24.65
Tangible Book Value per Share,8.58,8.54,9.70,9.01,6.80,8.46,9.42,11.09,15.03,16.84
