,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,13446,13711,22670,25283,26813,26359,29001,36401,38101,42051
ST Debt,281,1604,2634,4634,1776,1261,3693,2504,4591,4367
LT Debt,13165,12107,20036,20649,25037,25098,25308,33897,33510,37684
Total Debt/EBITDA,0.65,0.57,0.98,1.12,1.01,0.82,0.87,1.01,1.12,2.74
Net Debt/EBITDA,0.38,0.46,0.32,0.87,0.88,0.72,0.75,0.85,0.98,2.01
Total Debt/EBIT,1.07,0.88,1.58,1.71,1.46,1.13,1.29,1.52,1.73,18.00
Net Debt/EBIT,0.62,0.71,0.51,1.34,1.28,1.00,1.11,1.28,1.51,13.23
EBITDA to Interest Expense,84.27,125.99,68.45,30.76,40.94,69.08,68.00,71.66,56.74,30.99
EBITDA-CapEx/Interest Expense,40.23,72.89,46.35,17.63,22.71,36.64,34.85,42.98,22.69,-19.51
EBIT to Interest Expense,51.36,81.47,42.60,20.14,28.36,49.67,45.87,47.37,36.99,4.71
Interest Expense,244,192,337,733,646,468,489,504,597,496
Common Equity/Total Assets,61.73,60.03,59.21,58.34,55.30,59.03,57.71,53.43,57.17,56.00
Long-Term Debt/Equity (%),22.60,21.67,32.80,31.18,36.28,33.66,32.65,41.83,35.13,36.49
Long-Term Debt/Capital (%),18.68,17.57,23.94,22.59,26.36,24.63,23.48,28.68,24.94,25.83
Long-Term Debt/Total Assets (%),14.25,13.17,19.44,18.22,20.31,19.61,18.54,22.14,19.90,20.69
Total Debt/Equity (%),23.08,24.54,37.11,38.18,38.85,35.35,37.42,44.92,39.94,40.71
Total Debt/Capital (%),19.08,19.90,27.09,27.66,28.23,25.87,26.91,30.80,28.35,28.82
Total Debt/Total Assets (%),14.56,14.91,22.00,22.31,21.76,20.60,21.24,23.78,22.62,23.09
Net Debt to Equity,13.34,19.96,12.05,29.78,33.87,31.30,32.01,37.68,34.88,29.92
Net Debt/Capital (%),12.00,16.81,10.77,22.98,25.54,23.61,23.95,27.19,25.69,22.94
EBITDA,20563,24191,23067,22550,26449,32329,33254,36115,33874,15371
EBITDA-CapEx,9816,13994,15621,12925,14671,17148,17041,21662,13545,-9679
Operating Income (Loss),12531,15642,14356,14760,18320,23244,22428,23876,22082,2336
