,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,5798,5987,6630,6806,6977,6672,7932,9075,9141,9150
ST Debt,378,68,86,112,580,67,199,91,606,224
LT Debt,5420,5919,6544,6694,6397,6605,7733,8984,8535,8926
Total Debt/EBITDA,1.00,1.13,3.83,-48.96,4.12,2.76,2.93,5.40,2.59,1.61
Net Debt/EBITDA,0.68,0.67,2.26,-29.31,1.26,1.65,2.07,3.90,1.62,1.02
Total Debt/EBIT,1.90,2.91,-2.98,-2.01,-5.87,12.54,13.54,-23.09,4.55,2.30
Net Debt/EBIT,1.31,1.72,-1.76,-1.20,-1.79,7.48,9.55,-16.68,2.86,1.46
EBITDA to Interest Expense,14.34,16.35,5.07,-0.41,5.21,6.05,7.13,3.59,7.35,11.53
EBITDA-CapEx/Interest Expense,-0.29,0.21,-7.60,-7.07,-0.75,0.80,-0.32,-1.10,3.72,6.00
EBIT to Interest Expense,7.51,6.37,-6.53,-10.01,-3.66,1.33,1.54,-0.84,4.17,8.08
Interest Expense,406,323,341,338,325,399,380,468,481,493
Common Equity/Total Assets,50.38,52.72,49.49,36.56,25.58,21.22,17.63,2.32,3.36,8.19
Long-Term Debt/Equity (%),21.87,26.52,32.08,42.94,51.78,60.66,79.67,141.82,121.48,103.51
Long-Term Debt/Capital (%),19.77,22.39,26.64,36.52,45.07,52.92,60.67,85.72,80.85,77.14
Long-Term Debt/Total Assets (%),12.67,15.34,19.14,23.39,27.68,30.82,35.50,47.73,41.60,41.08
Total Debt/Equity (%),23.39,26.82,32.50,43.65,56.48,61.28,81.72,143.25,130.10,106.11
Total Debt/Capital (%),21.14,22.64,26.99,37.13,49.16,53.46,62.23,86.59,86.60,79.08
Total Debt/Total Assets (%),13.55,15.52,19.39,23.78,30.19,31.13,36.42,48.22,44.56,42.11
Net Debt to Equity,16.07,15.87,19.19,26.13,17.24,36.54,57.67,103.50,81.77,67.20
Net Debt/Capital (%),15.56,14.76,17.91,26.12,22.79,40.65,49.97,75.01,73.25,63.79
EBITDA,5821,5281,1729,-139,1694,2415,2708,1681,3536,5685
EBITDA-CapEx,-116,67,-2592,-2390,-243,318,-121,-516,1789,2960
Operating Income (Loss),3051,2057,-2226,-3383,-1189,532,586,-393,2008,3982
