,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Price/Earnings,17.86,34.88,22.02,24.82,9.86,26.98,16.61,16.86,23.39,0
Price/Earnings Average,19.03,31.58,20.63,26.72,10.06,23.77,16.19,14.78,22.49,-167.17
Price/Earnings High,21.18,35.67,23.00,30.81,11.38,27.16,18.68,17.14,24.91,-189.68
Price/Earnings Low,16.08,28.74,18.09,23.91,8.45,20.18,13.37,13.02,20.25,-139.37
Price/Book Value,8.81,11.67,11.39,11.33,5.82,5.79,4.69,4.97,4.99,0
Price/Book Value Average,9.39,10.56,10.67,12.20,5.93,5.10,4.57,4.36,4.80,0
Price/Book Value High,10.45,11.93,11.90,14.06,6.72,5.83,5.28,5.05,5.32,0
Price/Book Value Low,7.93,9.61,9.35,10.91,4.99,4.33,3.78,3.84,4.32,0
Price/Tangible Book Value,-9.00,-2.36,-2.65,-2.67,-3.33,-2.74,-2.87,-3.63,-4.13,-6.99
Price/Tangible Book Value Average,-9.59,-2.14,-2.48,-2.88,-3.39,-2.42,-2.79,-3.18,-3.97,-6.51
Price/Tangible Book Value High,-10.68,-2.42,-2.77,-3.32,-3.84,-2.76,-3.23,-3.69,-4.40,-7.38
Price/Tangible Book Value Low,-8.10,-1.95,-2.18,-2.58,-2.85,-2.05,-2.31,-2.80,-3.58,-5.42
Price/Sales,1.80,2.11,1.94,1.99,1.79,1.77,1.66,1.85,1.85,1.92
Price/Sales Average,1.92,1.91,1.82,2.14,1.83,1.56,1.62,1.62,1.78,1.79
Price/Sales High,2.13,2.16,2.03,2.47,2.07,1.78,1.87,1.88,1.97,2.03
Price/Sales Low,1.62,1.74,1.59,1.92,1.54,1.32,1.34,1.43,1.60,1.49
Price/Cash Flow,11.79,16.41,10.40,13.88,10.84,12.16,10.32,9.44,13.00,13.80
Price/Cash Flow Average,12.57,14.86,9.74,14.95,11.05,10.72,10.05,8.27,12.50,12.85
Price/Cash Flow High,13.98,16.78,10.86,17.23,12.51,12.24,11.61,9.60,13.85,14.58
Price/Cash Flow Low,10.62,13.52,8.54,13.37,9.29,9.10,8.30,7.29,11.26,10.71
Price/Free Cash Flow,8.89,12.27,9.14,11.76,8.57,9.25,8.50,7.90,9.51,9.88
Price/Free Cash Flow Average,9.47,11.11,8.56,12.66,8.74,8.15,8.28,6.92,9.14,9.20
Price/Free Cash Flow High,10.54,12.54,9.55,14.60,9.89,9.31,9.56,8.03,10.13,10.44
Price/Free Cash Flow Low,8.00,10.11,7.51,11.33,7.35,6.92,6.84,6.10,8.23,7.67
EV/Sales,2.12,3.50,2.57,2.65,2.42,2.51,2.34,2.34,2.36,2.30
EV/Sales Average,2.24,3.27,2.45,2.80,2.46,2.30,2.30,2.12,2.29,2.23
EV/Sales High,2.45,3.55,2.66,3.12,2.70,2.52,2.55,2.37,2.48,2.47
EV/Sales Low,1.95,3.07,2.23,2.58,2.17,2.07,2.01,1.93,2.12,1.93
EV/EBITDA,9.98,18.16,11.74,11.81,10.67,11.98,10.50,10.04,11.51,12.14
EV/EBITDA Average,10.52,16.96,11.19,12.47,10.83,10.97,10.31,9.09,11.17,11.74
EV/EBITDA High,11.51,18.44,12.12,13.90,11.89,12.03,11.44,10.17,12.09,13.01
EV/EBITDA Low,9.16,15.93,10.20,11.49,9.54,9.85,9.04,8.29,10.32,10.16
EV/EBIT,12.61,24.04,15.68,15.79,14.17,16.44,14.13,13.26,15.99,16.63
EV/EBIT Average,13.30,22.46,14.95,16.68,14.38,15.06,13.87,12.01,15.51,16.08
EV/EBIT High,14.55,24.42,16.19,18.59,15.79,16.52,15.39,13.43,16.79,17.83
EV/EBIT Low,11.57,21.09,13.62,15.36,12.67,13.52,12.16,10.95,14.33,13.92
Last Price,96.73,116.02,126.98,126.72,116.18,122.06,114.19,131.94,136.93,154.41
High Price,114.72,118.64,132.64,157.31,134.12,122.87,128.43,134.12,145.82,163.07
Low Price,87.10,95.60,104.30,122.05,99.57,91.32,91.88,101.89,118.55,119.82
Enterprise Value,11912,19919,20089,19607,17834,19693,18256,18712,18898,19636
Enterprise Value Average,12560,18607,19154,20710,18098,18043,17922,16944,18336,18983
Enterprise Value High,13741,20232,20747,23077,19872,19785,19881,18948,19844,21048
Enterprise Value Low,10933,17477,17451,19077,15948,16196,15711,15456,16941,16436
