,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,7809,9270,12580,13185,16254,12314,16364,19647,29172,20769
- Cash & Cash Equivalents,404,580,716,434,317,427,338,1321,1473,430
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,3097,3030,6417,5850,6762,6060,7083,6756,6343,6295
Enterprise Value,10502,11720,18281,18601,22699,17947,23109,25083,34042,26634
Total Capital,6481,6826,10652,10817,12998,13151,14995,16168,16808,16885
Total Debt/Capital (%),47.79,44.38,60.24,54.07,52.02,46.08,47.23,41.79,37.74,37.28
Total Debt / EV,0.29,0.26,0.35,0.31,0.30,0.34,0.31,0.27,0.19,0.24
EV/Sales,1.81,1.95,2.11,1.93,2.17,1.58,2.00,1.79,2.11,1.79
EV/EBITDA,8.45,9.99,11.61,9.95,11.53,9.32,11.78,7.02,8.41,9.64
EV/EBIT,10.37,12.63,16.37,13.57,15.82,13.06,16.69,8.51,10.31,12.51
EV/Cash Flow to Firm,11.88,14.53,15.94,14.08,13.17,12.16,14.23,11.00,10.41,12.67
EV/Free Cash Flow to Firm,9.67,11.60,13.03,11.62,11.12,9.67,11.41,9.42,9.12,10.31
Diluted Market Cap,8365,9468,12494,13390,16573,12775,16599,19748,30551,21570
Diluted Enterprise Value,11058,11918,18194,18806,23018,18408,23344,25184,35421,27435
EV per Share,122.54,138.54,180.46,181.12,222.76,181.47,237.74,257.26,365.65,301.98
TTM Sales,5808,6012,8680,9642,10441,11333,11555,13979,16121,14877
TTM EBITDA,1243,1174,1575,1870,1968,1926,1962,3573,4048,2763
TTM Operating Income,1013,928,1117,1371,1435,1374,1385,2948,3303,2129
TTM Cash Flow to Firm,884,807,1147,1321,1723,1476,1624,2281,3271,2102
TTM Free Cash Flow to Firm,1086,1010,1403,1600,2041,1855,2025,2663,3731,2584
