,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.55,0.59,0.42,0.24,0.15,0.23,0.13,0.43,0.53,0.14
Current Ratio,1.62,1.73,1.57,1.36,1.31,1.51,1.13,1.66,1.92,1.50
Quick Ratio,1.62,1.43,1.23,1.07,0.99,1.22,0.89,1.41,1.60,1.12
CFO/Avg Current Liab,0.93,0.86,0.73,0.67,0.75,0.67,0.64,0.75,1.06,0.67
Common Equity/Total Assets,48.69,51.99,29.64,34.87,37.64,43.81,43.91,46.89,51.34,52.54
Long-Term Debt/Equity (%),120.34,95.11,119.60,96.26,92.89,86.67,85.39,66.04,59.80,57.47
Long-Term Debt/Capital (%),46.07,39.30,56.25,49.00,48.81,45.94,43.09,38.23,36.55,34.36
Long-Term Debt/Total Assets (%),42.96,36.74,41.94,37.20,38.29,37.33,35.85,30.79,30.14,28.79
Total Debt/Equity (%),124.82,107.42,128.08,106.24,99.01,86.92,93.60,72.19,61.74,62.35
Total Debt/Capital (%),47.79,44.38,60.24,54.07,52.02,46.08,47.23,41.79,37.74,37.28
Total Debt/Total Assets (%),44.57,41.49,44.92,41.06,40.81,37.44,39.30,33.66,31.11,31.23
CFO/Total Liabilities,18.32,16.49,10.59,13.45,14.99,14.17,13.82,19.93,30.75,19.45
CFO/CapEx,4.05,3.63,3.84,4.22,4.59,3.44,3.61,5.59,6.75,4.06
Altman's Z-Score,7.17,6.83,4.97,5.85,6.25,6.28,5.45,5.81,6.88,6.01
