,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),16.43,14.24,10.88,15.91,22.64,13.26,10.98,17.96,23.92,12.15
Return on Assets (%),8.34,7.17,4.05,5.13,8.23,5.40,4.82,8.17,11.75,6.31
Return on Capital (%),9.65,8.68,6.87,8.16,0,8.06,7.12,10.92,15.38,8.45
Return on Invested Capital (%),11.47,10.38,7.87,8.09,0,7.22,7.40,13.22,15.07,10.34
Gross Margin (%),38.28,36.65,33.45,32.99,33.18,28.03,28.15,35.43,34.89,29.48
EBITDA Margin (%),21.40,19.52,18.14,19.39,18.85,16.99,16.98,25.56,25.11,18.57
Operating Margin (%),17.44,15.44,12.87,14.22,13.74,12.12,11.98,21.09,20.49,14.31
Incremental Operating Margin (%),-26.37,-41.56,7.07,26.41,8.04,-6.87,4.97,64.50,16.55,94.32
Pretax Margin (%),15.76,13.75,8.43,11.47,10.87,11.19,9.56,15.88,19.39,10.64
Profit Margin (%),9.88,8.50,5.03,7.59,12.15,7.80,7.13,11.13,14.75,8.60
Net Income to Common Margin (%),9.88,8.50,5.03,7.59,12.15,7.80,7.13,11.13,14.75,8.60
Effective Tax Rate (%),37.16,37.99,40.17,33.68,0,30.31,25.34,29.84,23.89,19.08
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,0,15.23
Sustainable Growth Rate (%),16.43,14.24,10.88,15.91,22.64,13.26,10.98,17.96,23.92,10.30
