,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,3427,3424,3423,2997,3085,2979,2773,2944,3131,3406
ST Debt,6,505,1005,2,116,8,2,3,10,205
LT Debt,3421,2919,2418,2995,2969,2971,2771,2941,3121,3201
Total Debt/EBITDA,3.99,3.62,3.27,2.52,2.38,2.18,2.21,2.06,1.96,2.32
Net Debt/EBITDA,2.57,2.16,1.87,1.69,1.46,1.77,1.65,1.03,1.27,1.84
Total Debt/EBIT,5.09,4.39,3.75,2.85,2.64,2.46,2.53,2.27,2.16,2.57
Net Debt/EBIT,3.27,2.62,2.14,1.91,1.62,2.00,1.89,1.13,1.40,2.04
EBITDA to Interest Expense,3.66,4.21,4.65,5.18,4.66,8.76,7.90,9.92,5.76,13.59
EBITDA-CapEx/Interest Expense,3.12,3.64,3.95,4.40,4.04,7.36,6.88,9.13,5.30,11.52
EBIT to Interest Expense,2.86,3.47,4.06,4.60,4.21,7.76,6.90,8.99,5.22,12.25
Interest Expense,235,225,225,229,278,156,159,144,278,108
Common Equity/Total Assets,5.83,14.44,0.53,-1.23,0.09,0.30,-1.11,5.83,-7.37,-13.92
Long-Term Debt/Equity (%),448.36,258.78,4168.97,0,1686.93,4305.80,0,698.57,5573.21,0
Long-Term Debt/Capital (%),84.28,62.60,66.32,95.72,89.27,93.57,95.68,83.86,105.62,118.38
Long-Term Debt/Total Assets (%),49.34,40.73,42.57,58.30,54.10,55.09,55.12,50.91,55.98,61.71
Total Debt/Equity (%),449.15,303.55,5901.72,-2909.71,1752.84,4317.39,-4951.79,699.29,5591.07,-1407.44
Total Debt/Capital (%),84.43,73.43,93.88,95.78,92.75,93.83,95.75,83.95,105.96,125.96
Total Debt/Total Assets (%),49.43,47.77,60.26,58.34,56.21,55.24,55.16,50.96,56.16,65.66
Net Debt to Equity,288.86,180.94,3370.69,-1948.54,1074.43,3507.25,-3707.14,348.93,3630.36,-1115.29
Net Debt/Capital (%),77.72,62.23,89.76,93.83,88.70,92.51,94.41,67.35,100.20,119.85
EBITDA,859,947,1047,1187,1296,1367,1256,1428,1601,1468
EBITDA-CapEx,733,819,889,1007,1123,1148,1094,1314,1473,1244
Operating Income (Loss),673,780,914,1053,1169,1211,1097,1295,1450,1323
