,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,8.30,8.34,7.55,8.31,7.89,7.69,6.24,6.73,7.25,7.48
Days Sales Outstanding,43.97,43.78,48.37,43.91,46.27,47.46,58.50,54.21,50.32,48.78
Inventory Turnover,7.60,7.74,6.49,7.01,6.68,6.51,5.10,5.65,5.27,4.87
Days Inventory Outstanding,48.01,47.13,56.22,52.09,54.68,56.07,71.55,64.65,69.27,74.99
Accounts Payable Turnover,6.85,6.68,5.60,6.36,6.30,6.65,5.11,5.94,6.04,6.23
Accounts Payable Turnover Days,53.32,54.62,65.18,57.39,57.92,54.88,71.48,61.44,60.44,58.59
Cash Conversion Cycle,38.67,36.28,39.41,38.61,43.03,48.66,58.58,57.42,59.14,65.19
Inventory to Cash Days,-4.05,-3.35,-7.85,-8.19,-8.41,-8.61,-13.05,-10.45,-18.95,-26.22
Inventories,765,819,687,712,796,946,754,876,1216,1236
Raw Materials,268,294,238,254,277,325,211,242,383,408
Work In Process,99,100,91,92,105,101,58,82,131,113
Finished Goods,398,425,358,366,414,520,485,552,702,715
Other Inventory,0,0,0,0,0,0,0,0,0,0
