,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,350,345,331,318,310,294,276,258,241,225
Diluted Weighted Avg Shares,352,352,341,330,318,307,288,264,251,232
Basic Weighted Avg Shares,350,349,338,318,310,294,287,264,249,231
Revenue per Share,23.38,24.42,21.13,23.14,24.63,28.44,23.37,27.23,33.63,37.58
EBITDA per Share,2.46,2.71,3.10,3.73,4.18,4.65,4.38,5.41,6.43,6.35
Operating Income per Share,1.93,2.23,2.70,3.31,3.77,4.12,3.82,4.91,5.82,5.73
"Basic EPS, GAAP",0.78,2.45,1.05,1.54,1.72,2.50,3.26,4.64,1.65,3.65
Basic EPS from Cont Ops,0.92,2.60,1.17,1.68,1.87,2.67,2.38,3.27,1.92,3.92
"Diluted EPS, GAAP",0.77,2.43,1.04,1.49,1.68,2.39,3.25,4.64,1.63,3.64
Diluted EPS from Cont Ops,0.92,2.58,1.16,1.62,1.82,2.55,2.38,3.27,1.90,3.90
Dividend per Share,0.31,0.34,0.37,0.40,0.42,0.46,0.50,0.55,0.85,1.12
Cash Flow per Share,1.85,1.72,2.07,2.28,2.42,3.51,2.90,3.61,3.73,3.64
Free Cash Flow per Basic Share,1.48,1.36,1.60,1.72,1.86,2.77,2.34,3.18,3.22,2.67
Cash & Equivalents per Share,4.42,4.90,5.19,3.75,4.19,1.90,2.53,5.14,3.84,2.01
Book Value per Share,1.16,3.00,0.09,-0.20,0.02,0.05,-0.20,1.31,-1.70,-3.20
Tangible Book Value per Share,-3.69,-2.61,-2.85,-3.42,-2.74,-4.20,-2.99,-1.93,-3.73,-5.01
