,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,7002,7664,9390,10055,13639,8494,13254,14142,16807,10515
- Cash & Cash Equivalents,1223,1383,1468,990,1194,559,697,1326,926,452
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,228,204,193,195,236,180,179,226,235,20
+ Total Debt,3427,3424,3423,2997,3085,2979,2773,2944,3131,3406
Enterprise Value,9113,9603,11290,12056,15658,11094,15509,15986,19247,13489
Total Capital,4059,4663,3646,3129,3326,3175,2896,3507,2955,2704
Total Debt/Capital (%),84.43,73.43,93.88,95.78,92.75,93.83,95.75,83.95,105.96,125.96
Total Debt / EV,0.38,0.36,0.30,0.25,0.20,0.27,0.18,0.18,0.16,0.25
EV/Sales,1.12,1.13,1.58,1.64,2.05,1.33,2.31,2.22,2.30,1.55
EV/EBITDA,10.61,10.14,10.78,10.16,12.08,8.12,12.35,11.19,12.02,9.19
EV/EBIT,13.54,12.31,12.35,11.45,13.39,9.16,14.14,12.34,13.27,10.20
EV/Cash Flow to Firm,11.12,10.03,13.63,13.80,16.78,9.65,16.29,15.04,17.14,14.63
EV/Free Cash Flow to Firm,9.63,8.85,11.45,11.45,14.15,8.11,13.92,13.58,15.38,11.77
Diluted Market Cap,7052,7819,9688,10435,13973,8872,13850,14459,17490,10827
Diluted Enterprise Value,9484,10064,11836,12637,16100,11472,16105,16303,19930,13801
EV per Share,26.08,27.83,34.16,37.91,50.44,37.75,56.27,61.91,79.80,59.87
TTM Sales,8173,8521,7142,7357,7644,8359,6707,7188,8375,8680
TTM EBITDA,859,947,1047,1187,1296,1367,1256,1428,1601,1468
TTM Operating Income,673,780,914,1053,1169,1211,1097,1295,1450,1323
TTM Cash Flow to Firm,820,957,828,873,933,1149,952,1063,1123,922
TTM Free Cash Flow to Firm,946,1085,986,1053,1106,1368,1114,1177,1251,1146
