,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,9995,13251,12454,15043,16711,17048,21105,19733,23118,24168
- Cash & Cash Equivalents,52,48,37,92,66,71,93,514,28,33
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,33,15,23,488,478,480,164,164,8,4
+ Total Debt,8243,9015,9807,11782,12915,14242,17610,19652,18251,19240
Enterprise Value,18219,22233,22247,27221,30038,31699,38786,39035,41349,43379
Total Capital,16333,17512,18747,21414,23025,25079,29594,32378,27076,29703
Total Debt/Capital (%),50.47,51.48,52.31,55.02,56.09,56.79,59.51,60.70,67.41,64.77
Total Debt / EV,0.45,0.41,0.44,0.43,0.43,0.45,0.45,0.50,0.44,0.44
EV/Sales,1.89,1.81,2.15,2.56,2.38,2.23,3.06,3.21,2.76,2.26
EV/EBITDA,7.93,8.16,10.13,11.21,11.06,11.55,12.99,11.27,13.72,13.39
EV/EBIT,15.14,14.09,16.54,18.75,17.81,19.56,22.52,19.31,26.59,24.48
EV/Cash Flow to Firm,7.38,10.36,9.88,11.16,11.64,9.92,12.06,9.00,10.82,16.47
EV/Free Cash Flow to Firm,4.19,5.30,5.21,6.07,6.22,5.37,6.24,4.76,5.45,7.21
Diluted Market Cap,9877,13252,12422,15007,16675,16962,20314,19655,23148,23036
Diluted Enterprise Value,18101,22234,22215,27185,30002,31613,37995,38957,41379,42247
EV per Share,102.88,125.62,123.96,151.71,167.45,174.24,201.79,201.45,213.42,210.95
TTM Sales,9661,12301,10337,10630,12607,14212,12669,12177,14964,19228
TTM EBITDA,2297,2723,2197,2428,2717,2745,2985,3464,3014,3240
TTM Operating Income,1203,1578,1345,1452,1687,1621,1722,2021,1555,1772
TTM Cash Flow to Firm,2470,2146,2252,2440,2580,3194,3216,4339,3822,2634
TTM Free Cash Flow to Firm,4346,4195,4272,4485,4830,5907,6213,8196,7594,6012
