,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,14.03,16.87,14.91,15.59,17.20,18.37,10.42,7.36,8.34,9.71
Days Sales Outstanding,26.01,21.63,24.49,23.42,21.22,19.87,35.02,49.56,43.75,37.59
Inventory Turnover,10.13,12.89,9.68,9.95,12.25,13.91,11.81,11.26,14.78,17.29
Days Inventory Outstanding,36.04,28.33,37.72,36.70,29.80,26.23,30.91,32.42,24.70,21.11
Accounts Payable Turnover,7.62,9.72,8.73,8.26,8.45,8.88,7.67,7.85,9.64,10.37
Accounts Payable Turnover Days,47.87,37.56,41.83,44.17,43.20,41.13,47.61,46.51,37.88,35.21
Cash Conversion Cycle,14.18,12.40,20.37,15.95,7.82,4.97,18.31,35.47,30.57,23.49
Inventory to Cash Days,-10.03,-6.70,-13.23,-13.28,-8.58,-6.37,4.11,17.14,19.04,16.47
Inventories,628,804,803,772,779,811,759,716,858,942
Raw Materials,0,0,0,0,0,0,0,0,0,0
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,0,0,0,0,0,0,0,0,0,0
Other Inventory,628,804,803,772,779,811,759,716,858,942
