,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Debt,87,0,988,989,983,919,1574,1748,2047,2048
ST Debt,87,0,0,0,0,0,7,5,0,0
LT Debt,0,0,988,989,983,919,1567,1743,2047,2048
Total Debt/EBITDA,0.86,0,1.44,1.25,1.25,1.05,1.76,1.28,1.29,3.92
Net Debt/EBITDA,-0.83,-0.88,0.82,0.56,0.07,0.24,0.96,0.26,0.68,2.37
Total Debt/EBIT,3.19,0,82.56,11.23,13.99,4.25,3.72,1.93,1.67,11.18
Net Debt/EBIT,-3.10,-2.45,46.98,5.04,0.81,0.96,2.03,0.39,0.88,6.77
EBITDA to Interest Expense,16.99,238.88,29.46,13.46,13.17,20.01,14.77,18.12,25.07,7.62
EBITDA-CapEx/Interest Expense,5.62,118.57,15.92,4.08,8.64,14.98,12.06,15.64,21.70,5.30
EBIT to Interest Expense,4.57,86.18,0.51,1.50,1.18,4.92,7.01,12.06,19.36,2.68
Interest Expense,6,1,23,59,60,44,60,75,63,68
Common Equity/Total Assets,73.58,89.57,75.84,75.14,74.88,75.18,65.40,63.70,60.57,58.37
Long-Term Debt/Equity (%),0,0,19.76,20.20,20.59,21.09,36.51,37.64,44.96,52.48
Long-Term Debt/Capital (%),0,0,16.49,16.79,17.07,17.39,26.72,27.45,31.04,34.40
Long-Term Debt/Total Assets (%),0,0,14.98,15.17,15.41,15.83,23.89,24.13,27.26,30.61
Total Debt/Equity (%),12.90,0,19.76,20.20,20.59,21.09,36.67,37.75,44.96,52.48
Total Debt/Capital (%),11.42,0,16.49,16.79,17.07,17.39,26.84,27.53,31.04,34.40
Total Debt/Total Assets (%),9.48,0,14.98,15.17,15.41,15.83,23.99,24.20,27.26,30.61
Net Debt to Equity,-12.51,-4.86,11.25,9.06,1.20,4.78,20.02,7.56,23.60,31.75
Net Debt/Capital (%),-14.28,-5.10,10.10,8.30,1.18,4.55,16.68,7.07,19.11,24.09
EBITDA,102,339,687,793,784,880,892,1363,1587,522
EBITDA-CapEx,34,168,371,240,515,659,728,1176,1374,363
Operating Income (Loss),27,122,12,88,70,216,423,907,1226,183
