,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),20.69,19.07,21.56,-13.63,-6.96,6.09,-4.82,15.80,15.89,-1.40
Return on Assets (%),5.34,5.83,7.78,-5.05,-2.41,2.06,-1.57,5.45,6.45,-0.56
Return on Capital (%),16.90,17.90,0,0,-7.01,6.05,0,0,14.94,-3.17
Return on Invested Capital (%),9.57,7.92,0,0,-3.31,0.69,0,0,5.99,23.52
Gross Margin (%),26.07,24.39,25.69,23.85,18.66,17.48,17.93,25.10,24.97,2.67
EBITDA Margin (%),20.85,19.75,21.64,18.54,11.23,7.61,13.28,20.52,23.92,-0.42
Operating Margin (%),13.76,12.51,14.44,10.71,7.31,1.79,6.57,11.93,15.03,-10.72
Incremental Operating Margin (%),-40.11,-37.74,49.42,31.94,1011.30,25.09,19.67,-34.76,54.69,0
Pretax Margin (%),11.43,12.74,14.52,-15.98,6.87,5.04,-3.92,10.81,19.57,0.33
Profit Margin (%),10.67,11.70,15.27,-12.13,-5.63,6.43,-3.75,14.69,16.03,-1.69
Net Income to Common Margin (%),10.67,11.70,15.27,-12.13,-5.63,6.43,-3.75,14.69,16.03,-1.69
Effective Tax Rate (%),6.66,6.97,0,0,184.05,3.04,0,0,18.08,613.68
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,0,0
Sustainable Growth Rate (%),20.69,19.07,21.56,-13.63,-6.96,6.09,-4.82,15.80,15.89,-1.40
