,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,100,100,102,104,104,105,105,106,106,107
Diluted Weighted Avg Shares,95,102,102,103,104,106,105,107,107,107
Basic Weighted Avg Shares,94,100,101,103,104,105,105,106,106,107
Revenue per Share,35.32,33.90,35.48,28.69,28.19,21.42,29.09,25.61,27.51,24.58
EBITDA per Share,7.36,6.70,7.68,5.32,3.17,1.63,3.86,5.26,6.58,-0.10
Operating Income per Share,4.86,4.24,5.12,3.07,2.06,0.38,1.91,3.06,4.14,-2.63
"Basic EPS, GAAP",3.77,3.97,5.42,-3.48,-1.59,1.38,-1.09,3.76,4.41,-0.41
Basic EPS from Cont Ops,3.77,3.97,5.42,-3.48,-1.59,1.38,-1.09,3.76,4.41,-0.41
"Diluted EPS, GAAP",3.70,3.91,5.37,-3.48,-1.59,1.36,-1.09,3.73,4.38,-0.41
Diluted EPS from Cont Ops,3.70,3.91,5.37,-3.48,-1.59,1.36,-1.09,3.73,4.38,-0.41
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,9.14,6.81,-3.58,2.01,12.85,-3.12,1.65,0.35,2.24,8.20
Free Cash Flow per Basic Share,6.12,4.23,-5.23,-0.22,7.92,-10.18,-4.70,-3.58,-2.85,-0.28
Cash & Equivalents per Share,17.73,19.85,17.99,18.79,28.61,24.29,20.52,16.48,17.17,24.18
Book Value per Share,18.92,22.73,27.42,23.68,21.99,23.28,22.06,25.63,29.95,29.46
Tangible Book Value per Share,44.40,48.09,52.61,49.12,47.90,48.85,47.58,51.43,55.48,54.32
