,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,14323,12112,9985,10324,9146,8637,8206,11095,17336,15269
"+ Cash, Cash Equivalents & STI",9251,7303,6254,6359,5066,4760,3826,6864,12431,8965
+ Cash & Cash Equivalents,1140,994,390,322,295,275,280,245,273,440
+ ST Investments,8111,6309,5864,6037,4771,4485,3546,6619,12158,8525
+ Accounts & Notes Receiv,1560,1771,1425,1594,1752,1706,1750,1342,1505,2138
"+ Accounts Receivable, Net",1560,1771,1425,1594,1752,1706,1750,1342,1505,2138
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,0,0,0,0,0
+ Inventories,1012,1004,863,1094,1359,1522,1851,1614,1795,2279
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,1012,1004,863,1094,1359,1522,1851,1614,1795,2279
+ Other ST Assets,2500,2034,1443,1277,969,649,779,1275,1605,1887
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,27955,31659,38336,40950,42250,52155,51789,50913,49106,49447
"+ Property, Plant & Equip, Net",19259,23084,27416,31159,34156,43461,43732,39738,37362,38294
"+ Property, Plant & Equip",30392,35343,40560,45353,49802,60904,62391,56495,55533,58323
- Accumulated Depreciation,11133,12259,13144,14194,15646,17443,18659,16757,18171,20029
+ LT Investments & Receivables,0,0,0,0,0,0,0,0,0,0
+ LT Investments,0,0,0,0,0,0,0,0,0,0
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,8696,8575,10920,9791,8094,8694,8057,11175,11744,11153
+ Total Intangible Assets,6397,6331,6340,6264,6294,6228,6175,6120,6079,6150
+ Goodwill,4086,4091,4091,4091,4091,4091,4091,4091,4091,4091
+ Other Intangible Assets,2311,2240,2249,2173,2203,2137,2084,2029,1988,2059
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,2299,2244,4580,3527,1800,2466,1882,5055,5665,5003
Total Assets,42278,43771,48321,51274,51396,60792,59995,62008,66442,64716
+ Payables & Accruals,4975,4684,5008,5316,5641,5500,5741,5331,6027,6843
+ Accounts Payable,1368,1377,1469,1592,1688,1774,2062,1196,1772,2149
+ Accrued Taxes,0,0,0,0,0,0,0,0,0,0
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,3607,3307,3539,3724,3953,3726,3679,4135,4255,4694
+ ST Debt,1446,1708,2231,1855,2554,5004,4569,4448,3995,4739
+ ST Borrowings,1446,1708,2231,1855,2554,3293,2861,2797,2489,3274
+ ST Finance Leases,0,0,0,0,0,1711,1708,1651,1506,1465
+ Other ST Liabilities,7385,7059,6272,6701,6769,7606,8001,6790,8983,9914
+ Deferred Revenue,4380,4252,3747,6701,6769,7606,8001,6790,8983,9914
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,3005,2807,2525,0,0,0,0,0,0,0
Total Current Liabilities,13806,13451,13511,13872,14964,18110,18311,16569,19005,21496
+ LT Debt,15353,16196,18330,22489,22511,29283,28875,36573,42157,38948
+ LT Borrowings,15353,16196,18330,22489,22511,21179,21454,29796,35571,32389
+ LT Finance Leases,0,0,0,0,0,8104,7421,6777,6586,6559
+ Other LT Liabilities,15850,12105,10845,11128,9995,13568,12927,15733,12620,10071
+ Accrued Liabilities,935,829,667,526,5701,5272,5422,7162,6239,5976
+ Pension Liabilities,5828,7548,7450,7842,7497,6907,6052,7069,5053,2837
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,9087,3728,2728,2760,-3203,1389,1453,1502,1328,1258
Total Noncurrent Liabilities,31203,28301,29175,33617,32506,42851,41802,52306,54777,49019
Total Liabilities,45009,41752,42686,47489,47470,60961,60113,68875,73782,70515
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,10597,15142,11597,7228,5719,4969,3949,6900,7240,7297
+ Common Stock,3,7,6,5,5,5,4,6,6,6
+ Additional Paid in Capital,10594,15135,11591,7223,5714,4964,3945,6894,7234,7291
- Treasury Stock,0,0,0,0,0,0,0,0,0,0
+ Retained Earnings,-11296,-8562,-1230,1640,3361,136,2264,-6664,-8638,-8511
+ Other Equity,-2032,-4561,-4732,-5083,-5154,-5274,-6331,-7103,-5942,-4585
Equity Before Minority Interest,-2731,2019,5635,3785,3926,-169,-118,-6867,-7340,-5799
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
Total Equity,-2731,2019,5635,3785,3926,-169,-118,-6867,-7340,-5799
Total Liabilities & Equity,42278,43771,48321,51274,51396,60792,59995,62008,66442,64716
Shares Outstanding,261,697,625,507,476,461,428,621,648,651
Capital Leases - Total,0,0,0,0,0,9815,9129,8428,8092,8024
Net Debt,15659,16910,20171,24022,24770,24197,24035,32348,37787,35223
Net Debt to Equity,-573.38,837.54,357.96,634.66,630.92,-14317.75,-20368.64,-471.06,-514.81,-607.40
Tangible Common Equity Ratio,-25,-12,-2,-6,-5,-12,-12,-23,-22,-20
Current Ratio,1.04,0.90,0.74,0.74,0.61,0.48,0.45,0.67,0.91,0.71
Cash Conversion Cycle,9.78,10.08,7.75,6.76,9.79,11.18,11.57,33.83,20.19,14.49
Number of Employees,110400,113300,118500,122300,126600,128900,114700,102700,123400,129700
