,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,14501,10846,5522,4031,4373,5902,5063,3097,5601,7540
+ Sales & Services Revenue,14501,10846,5522,4031,4373,5902,5063,3097,5601,7540
- Cost of Revenue,7632,7674,5658,4501,3677,3858,3714,3467,3327,3176
+ Cost of Goods & Services,7632,7674,5658,4501,3677,3858,3714,3467,3327,3176
Gross Profit,6869,3172,-136,-470,696,2044,1349,-370,2274,4364
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,2027,1853,2142,982,992,982,816,655,757,867
"+ Selling, General & Admin",687,654,590,484,400,394,356,274,291,308
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,1340,1199,1552,498,592,588,460,381,466,559
Operating Income (Loss),4842,1319,-2278,-1452,-296,1062,533,-1025,1517,3497
- Non-Operating (Income) Loss,-88,-42,680,-217,158,-365,141,440,513,-282
"+ Interest Expense, Net",280,270,323,365,343,248,255,274,256,212
+ Interest Expense,286,277,332,379,377,280,280,279,257,227
- Interest Income,6,7,9,14,34,32,25,5,1,15
+ Other Non-Op (Income) Loss,-368,-312,357,-582,-185,-613,-114,166,257,-494
Pretax Income,4930,1361,-2958,-1235,-454,1427,392,-1465,1004,3779
- Income Tax Expense (Benefit),3337,392,-754,905,376,331,-88,-14,58,167
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,1593,969,-2204,-2140,-830,1096,480,-1451,946,3612
- Net Extraordinary Losses (Gains),-160,-2077,0,0,4893,0,0,0,0,0
+ Discontinued Operations,160,2077,-503,-53,-4893,0,0,0,0,0
+ Extraord. & Accounting Changes,-320,-4154,503,53,9786,0,0,0,0,0
Income (Loss) Incl. MI,1753,3046,-2204,-2140,-5723,1096,480,-1451,946,3612
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",1753,3046,-2204,-2140,-5723,1096,480,-1451,946,3612
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",1753,3046,-2204,-2140,-5723,1096,480,-1451,946,3612
Basic Weighted Avg Shares,705,680,677,819,850,819,796,792,787,685
"Basic EPS, GAAP",2.49,4.48,-3.26,-2.61,-6.73,1.34,0.60,-1.83,1.20,5.27
Basic EPS from Cont Ops,2.26,1.43,-3.26,-2.61,-0.98,1.34,0.60,-1.83,1.20,5.27
Diluted Weighted Avg Shares,709,683,677,847,850,847,810,792,788,687
"Diluted EPS, GAAP",2.47,4.46,-3.26,-2.53,-6.73,1.29,0.59,-1.83,1.20,5.26
Diluted EPS from Cont Ops,2.25,1.42,-3.26,-2.53,-0.98,1.29,0.59,-1.83,1.20,5.26
EBITDA,7632,4180,679,943,2076,3503,2930,1291,3583,5250
EBITDA Margin (%),52.63,38.54,12.30,23.39,47.47,59.35,57.87,41.69,63.97,69.63
EBITA,4842,1319,-2278,-1452,-296,1062,533,-1025,1517,3497
EBIT,4842,1319,-2278,-1452,-296,1062,533,-1025,1517,3497
Gross Margin (%),47.37,29.25,-2.46,-11.66,15.92,34.63,26.64,-11.95,40.60,57.88
Operating Margin (%),33.39,12.16,-41.25,-36.02,-6.77,17.99,10.53,-33.10,27.08,46.38
Profit Margin (%),12.09,28.08,-39.91,-53.09,-130.87,18.57,9.48,-46.85,16.89,47.90
Sales per Employee,4317059,3257057,2114899,1904110,1901304,2459167,2531500,1852273,3658393,4802548
Dividend per Share,0.72,0.80,0.68,0.20,0.20,0.21,0.20,0.08,0.18,0.32
Depreciation Expense,2790,2861,2957,2395,2372,2441,2397,2316,2066,1753
