,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,151,152,153,173,264,254,255,278,376,365
Diluted Weighted Avg Shares,152,153,153,167,188,261,255,261,323,406
Basic Weighted Avg Shares,151,152,152,167,187,261,255,261,323,370
Revenue per Share,12.37,16.30,12.82,11.12,15.95,18.15,14.89,10.20,21.16,32.81
EBITDA per Share,8.71,11.65,7.34,5.73,9.97,10.54,6.49,2.38,13.76,25.52
Operating Income per Share,4.22,7.17,1.97,0.18,4.16,3.61,0.23,-3.21,8.37,20.93
"Basic EPS, GAAP",2.59,2.55,0.56,-2.71,8.05,-8.60,-4.79,-3.71,-3.58,4.79
Basic EPS from Cont Ops,2.30,3.36,2.11,-0.78,9.92,-9.12,-4.79,-3.71,-3.57,4.81
"Diluted EPS, GAAP",2.57,2.54,0.56,-2.71,8.04,-8.60,-4.79,-3.71,-3.58,4.36
Diluted EPS from Cont Ops,2.28,3.34,2.10,-0.78,9.90,-9.12,-4.79,-3.71,-3.57,4.38
Dividend per Share,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.03,0,0.55
Cash Flow per Share,7.97,9.33,7.99,6.37,8.74,11.41,7.26,5.90,5.14,9.37
Free Cash Flow per Basic Share,-3.74,-6.84,-7.99,-9.13,-1.61,-2.90,0.98,1.90,1.88,5.58
Cash & Equivalents per Share,5.60,7.11,10.50,8.04,0.56,0.01,0.02,0.07,0.30,3.99
Book Value per Share,29.41,31.75,33.66,34.42,50.64,43.28,38.57,33.38,26.71,30.59
Tangible Book Value per Share,32.24,42.04,52.62,52.77,59.32,42.76,38.32,33.28,26.69,30.69
