,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,8.44,9.12,8.09,7.16,5.60,4.82,4.10,4.52,6.82,7.97
Days Sales Outstanding,43.25,40.04,45.12,50.96,65.16,75.79,88.94,80.77,53.49,45.79
Inventory Turnover,18.87,85.29,587.81,0,0,0,0,0,0,0
Days Inventory Outstanding,19.34,4.28,0.62,0,0,0,0,0,0,0
Accounts Payable Turnover,2.75,2.58,3.30,4.88,3.80,4.09,3.75,4.38,3.76,2.80
Accounts Payable Turnover Days,132.54,141.40,110.58,74.75,96.14,89.32,97.32,83.42,97.07,130.21
Cash Conversion Cycle,-69.95,-97.08,-64.84,-23.80,-30.98,-13.52,-8.37,-2.65,-43.59,-84.42
Inventory to Cash Days,23.91,35.76,44.49,50.96,65.16,75.79,88.94,80.77,53.49,45.79
Inventories,20,4,0,0,0,0,0,0,0,0
Raw Materials,0,0,0,0,0,0,0,0,0,0
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,0,0,0,0,0,0,0,0,0,0
Other Inventory,20,4,0,0,0,0,0,0,0,0
