,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.19,0.37,0.44,0.37,0.16,0.09,0.08,0.25,0.07,0.04
Current Ratio,0.97,1.14,1.32,1.15,0.65,0.54,0.54,0.65,0.59,0.64
Quick Ratio,0.48,0.66,0.78,0.74,0.40,0.29,0.29,0.43,0.29,0.27
CFO/Avg Current Liab,0.78,0.98,0.95,0.95,0.64,0.46,0.51,0.42,0.35,0.41
Common Equity/Total Assets,22.64,21.86,21.05,17.86,17.09,18.07,17.90,17.00,17.23,17.93
Long-Term Debt/Equity (%),125.14,124.04,141.93,179.32,179.38,175.69,166.48,193.46,212.22,180.82
Long-Term Debt/Capital (%),51.37,51.37,56.52,61.74,58.15,57.86,58.59,62.43,66.43,63.23
Long-Term Debt/Total Assets (%),28.04,26.93,29.43,31.57,30.70,32.19,33.02,36.41,41.78,40.32
Total Debt/Equity (%),140.62,138.89,149.62,189.00,208.66,205.02,193.21,218.93,231.36,204.83
Total Debt/Capital (%),57.73,57.52,59.58,65.07,67.64,67.52,67.99,70.65,72.42,71.62
Total Debt/Total Assets (%),31.51,30.15,31.02,33.27,35.71,37.56,38.32,41.20,45.55,45.67
CFO/Total Liabilities,9.47,10.68,9.30,7.93,6.78,6.05,6.79,5.69,4.82,5.68
CFO/CapEx,5.96,7.24,6.67,2.37,6.66,7.25,6.49,5.81,6.87,11.56
Altman's Z-Score,0.88,1.00,0.76,0.65,0.75,0.74,0.86,0.72,0.79,0.86
