,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,15.85,17.16,0,0,35.53,18.27,18.76,14.22,20.06,20.85
Price/Earnings Average,16.43,14.16,-74.05,-23.05,34.04,17.33,16.34,15.12,18.51,20.92
Price/Earnings High,18.17,17.56,-91.67,-25.16,38.39,19.41,19.20,19.54,20.66,23.50
Price/Earnings Low,15.07,11.53,-62.18,-20.04,30.39,15.38,13.09,10.84,15.41,17.60
Price/Book Value,1.15,1.58,1.31,1.61,1.84,1.85,2.57,2.00,2.21,2.26
Price/Book Value Average,1.19,1.31,1.39,1.64,1.76,1.76,2.23,2.12,2.04,2.27
Price/Book Value High,1.32,1.62,1.71,1.79,1.99,1.97,2.63,2.74,2.28,2.55
Price/Book Value Low,1.09,1.06,1.16,1.43,1.58,1.56,1.79,1.52,1.70,1.91
Price/Tangible Book Value,1.22,1.67,1.39,1.71,1.93,1.91,2.41,1.87,2.00,1.87
Price/Tangible Book Value Average,1.26,1.38,1.47,1.75,1.85,1.81,2.10,1.99,1.84,1.88
Price/Tangible Book Value High,1.40,1.71,1.81,1.91,2.08,2.03,2.47,2.57,2.06,2.11
Price/Tangible Book Value Low,1.16,1.12,1.23,1.52,1.65,1.61,1.68,1.43,1.53,1.58
Price/Sales,0.99,1.29,1.08,1.21,1.32,1.41,2.14,1.95,1.91,1.67
Price/Sales Average,1.03,1.07,1.14,1.24,1.27,1.34,1.86,2.08,1.76,1.68
Price/Sales High,1.14,1.32,1.41,1.35,1.43,1.50,2.19,2.68,1.97,1.88
Price/Sales Low,0.94,0.87,0.95,1.08,1.13,1.19,1.49,1.49,1.47,1.41
Price/Cash Flow,3.54,4.15,3.77,4.38,5.57,6.50,8.27,7.34,9.75,8.90
Price/Cash Flow Average,3.67,3.42,3.97,4.49,5.34,6.16,7.20,7.81,9.00,8.93
Price/Cash Flow High,4.06,4.25,4.92,4.90,6.02,6.91,8.46,10.08,10.05,10.03
Price/Cash Flow Low,3.37,2.79,3.34,3.90,4.77,5.47,5.77,5.59,7.49,7.51
Price/Free Cash Flow,3.04,3.66,3.28,3.08,4.87,5.78,7.23,6.29,8.55,8.23
Price/Free Cash Flow Average,3.15,3.02,3.45,3.16,4.67,5.48,6.30,6.69,7.89,8.26
Price/Free Cash Flow High,3.48,3.75,4.28,3.44,5.26,6.13,7.40,8.65,8.81,9.28
Price/Free Cash Flow Low,2.89,2.46,2.90,2.74,4.17,4.86,5.04,4.80,6.57,6.95
EV/Sales,2.14,2.31,2.16,2.51,2.76,3.07,3.97,4.16,4.20,3.66
EV/Sales Average,2.18,2.09,2.22,2.54,2.71,3.00,3.69,4.28,4.05,3.67
EV/Sales High,2.29,2.34,2.49,2.65,2.87,3.16,4.02,4.89,4.26,3.88
EV/Sales Low,2.10,1.89,2.03,2.38,2.57,2.84,3.31,3.69,3.75,3.39
EV/EBITDA,7.33,6.99,14.94,22.03,9.21,11.11,11.19,10.38,11.33,12.36
EV/EBITDA Average,7.47,6.31,15.33,22.28,9.02,10.84,10.40,10.69,10.93,12.38
EV/EBITDA High,7.85,7.08,17.19,23.28,9.56,11.44,11.33,12.20,11.49,13.10
EV/EBITDA Low,7.18,5.71,14.08,20.86,8.57,10.27,9.33,9.22,10.13,11.45
EV/EBIT,18.59,14.41,0,0,24.60,33.76,25.72,23.42,23.39,26.70
EV/EBIT Average,18.94,13.00,-56.30,-31.09,24.11,32.92,23.89,24.12,22.56,26.74
EV/EBIT High,19.88,14.59,-63.13,-32.48,25.55,34.76,26.05,27.54,23.71,28.30
EV/EBIT Low,18.20,11.77,-51.70,-29.10,22.89,31.20,21.45,20.81,20.90,24.74
Last Price,63.32,89.93,69.25,73.47,81.39,85.49,119.28,98.64,111.64,112.50
High Price,72.60,92.02,90.33,82.09,87.95,90.79,122.09,135.55,115.02,126.82
Low Price,60.22,60.40,61.27,65.38,69.63,71.95,83.24,75.19,85.78,94.94
Enterprise Value,24375,28915,24852,27247,30588,33814,43219,42060,49332,50391
Enterprise Value Average,24833,26097,25515,27557,29973,32976,40155,43318,47591,50472
Enterprise Value High,26076,29290,28613,28791,31772,34816,43779,49451,50017,53415
Enterprise Value Low,23868,23622,23429,25798,28465,31254,36042,37365,44091,46683
