,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,26188,30141,30837,39016,49546,66409,71201,63744,81998,60358
- Cash & Cash Equivalents,2470,1366,1693,1869,1904,1375,1551,1633,2835,2720
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,6,0,0,0,0,47,30,32,0,0
+ Total Debt,2857,42675,37794,39774,46418,4401,3743,3444,3445,3438
Enterprise Value,26512,71375,66866,76838,93970,69409,73340,65485,82493,60980
Total Capital,6361,45995,40705,42302,50919,9307,8786,8475,8601,8189
Total Debt/Capital (%),44.92,92.78,92.85,94.02,91.16,47.29,42.60,40.64,40.06,41.99
Total Debt / EV,0.11,0.60,0.57,0.52,0.49,0.06,0.05,0.05,0.04,0.06
EV/Sales,9.03,22.93,20.10,21.37,25.78,16.11,15.07,13.41,17.59,12.15
EV/EBITDA,14.14,35.66,30.16,31.65,37.28,24.30,23.96,21.11,27.22,18.05
EV/EBIT,16.20,40.36,33.62,34.88,40.64,26.62,28.34,24.83,31.19,20.22
EV/Cash Flow to Firm,19.31,52.20,42.05,42.72,46.32,27.20,26.07,23.02,32.57,19.17
EV/Free Cash Flow to Firm,17.69,47.33,39.23,40.64,44.53,26.01,23.98,21.53,31.01,18.64
Diluted Market Cap,26230,30195,30924,39100,49690,63973,71354,63817,82073,60400
Diluted Enterprise Value,26623,71504,67026,77005,94205,67046,73576,65659,82683,61118
EV per Share,79.41,212.77,198.45,227.17,277.00,194.52,205.16,182.86,230.04,169.89
TTM Sales,2936,3113,3327,3595,3645,4309,4868,4884,4690,5019
TTM EBITDA,1875,2002,2217,2428,2521,2856,3061,3102,3031,3379
TTM Operating Income,1637,1768,1989,2203,2312,2608,2588,2637,2645,3016
TTM Cash Flow to Firm,1373,1367,1590,1799,2029,2552,2813,2844,2533,3181
TTM Free Cash Flow to Firm,1499,1508,1704,1891,2110,2669,3058,3042,2660,3271
