,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.11,0.03,0.05,0.05,0.04,0.04,0.04,0.02,0.02,0.02
Current Ratio,1.05,1.02,1.03,1.03,1.03,1.01,1.03,1.01,1.01,1.01
Quick Ratio,0.12,0.04,0.06,0.06,0.05,0.05,0.06,0.02,0.02,0.02
CFO/Avg Current Liab,0.08,0.04,0.04,0.05,0.04,0.06,0.07,0.04,0.02,0.02
Common Equity/Total Assets,6.44,4.60,4.32,3.64,5.94,6.27,6.66,4.01,2.62,2.73
Long-Term Debt/Equity (%),9.96,10.07,10.91,10.97,9.96,14.74,14.31,13.07,9.84,12.73
Long-Term Debt/Capital (%),33.13,4.58,5.51,5.27,4.39,41.12,42.60,40.64,31.34,41.79
Long-Term Debt/Total Assets (%),3.88,2.92,3.33,3.22,2.95,4.94,4.98,2.76,1.37,1.96
Total Debt/Equity (%),13.50,203.96,183.90,195.54,207.12,16.95,14.31,13.07,12.57,12.79
Total Debt/Capital (%),44.92,92.78,92.85,94.02,91.16,47.29,42.60,40.64,40.06,41.99
Total Debt/Total Assets (%),5.26,59.07,56.10,57.34,61.25,5.68,4.98,2.76,1.75,1.97
CFO/Total Liabilities,3.87,2.52,3.24,3.50,3.45,4.74,5.45,2.76,1.42,2.07
CFO/CapEx,10.20,9.18,13.27,18.69,22.47,20.92,10.88,13.75,18.89,34.07
Altman's Z-Score,1.02,0.68,0.78,0.85,0.95,1.24,1.38,0.63,0.42,0.41
