,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,2857,42675,37794,39774,46418,4401,3743,3444,3445,3438
ST Debt,750,40567,35553,37543,44185,574,0,0,749,16
LT Debt,2107,2108,2241,2231,2233,3827,3743,3444,2696,3422
Total Debt/EBITDA,1.52,21.32,17.05,16.38,18.42,1.54,1.22,1.11,1.14,1.02
Net Debt/EBITDA,0.21,20.64,16.28,15.61,17.66,1.06,0.72,0.58,0.20,0.21
Total Debt/EBIT,1.75,24.13,19.00,18.06,20.08,1.69,1.45,1.31,1.30,1.14
Net Debt/EBIT,0.24,23.36,18.15,17.21,19.25,1.16,0.85,0.69,0.23,0.24
EBITDA to Interest Expense,12.39,16.76,18.89,19.66,21.54,18.11,17.20,18.66,18.16,20.77
EBITDA-CapEx/Interest Expense,11.56,15.59,17.91,18.92,20.84,17.37,15.82,17.47,17.40,20.21
EBIT to Interest Expense,10.81,14.81,16.94,17.84,19.76,16.54,14.54,15.87,15.85,18.54
Interest Expense,151,119,117,124,117,158,178,166,167,163
Common Equity/Total Assets,6.44,4.60,4.32,3.64,5.94,6.27,6.66,4.01,2.62,2.73
Long-Term Debt/Equity (%),9.96,10.07,10.91,10.97,9.96,14.74,14.31,13.07,9.84,12.73
Long-Term Debt/Capital (%),33.13,4.58,5.51,5.27,4.39,41.12,42.60,40.64,31.34,41.79
Long-Term Debt/Total Assets (%),3.88,2.92,3.33,3.22,2.95,4.94,4.98,2.76,1.37,1.96
Total Debt/Equity (%),13.50,203.96,183.90,195.54,207.12,16.95,14.31,13.07,12.57,12.79
Total Debt/Capital (%),44.92,92.78,92.85,94.02,91.16,47.29,42.60,40.64,40.06,41.99
Total Debt/Total Assets (%),5.26,59.07,56.10,57.34,61.25,5.68,4.98,2.76,1.75,1.97
Net Debt to Equity,1.83,197.43,175.66,186.35,198.62,11.66,8.38,6.87,2.23,2.67
Net Debt/Capital (%),9.96,92.56,92.54,93.75,90.82,38.15,30.30,26.46,10.58,13.13
EBITDA,1875,2002,2217,2428,2521,2856,3061,3102,3031,3379
EBITDA-CapEx,1750,1861,2103,2336,2439,2740,2816,2904,2903,3289
Operating Income (Loss),1637,1768,1989,2203,2312,2608,2588,2637,2645,3016
