,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,26.72,26.66,24.68,25.38,12.17,32.47,33.61,30.25,31.31,22.74
Price/Earnings Average,23.54,22.69,25.29,22.08,10.60,29.46,32.74,30.42,28.44,27.64
Price/Earnings High,28.85,27.86,27.20,27.28,12.94,34.38,37.95,38.30,31.85,34.75
Price/Earnings Low,17.37,19.71,22.49,18.01,9.44,25.07,27.18,22.40,24.30,22.53
Price/Book Value,7.49,9.08,10.59,15.43,11.01,13.67,14.21,12.75,15.90,12.71
Price/Book Value Average,6.60,7.72,10.86,13.43,9.59,12.40,13.84,12.82,14.45,15.44
Price/Book Value High,8.09,9.49,11.68,16.59,11.71,14.47,16.04,16.14,16.18,19.41
Price/Book Value Low,4.87,6.71,9.66,10.95,8.54,10.55,11.49,9.44,12.35,12.59
Price/Tangible Book Value,-4.14,-4.67,-4.58,-5.70,-10.59,-8.84,-10.35,-9.83,-21.38,-14.91
Price/Tangible Book Value Average,-3.65,-3.97,-4.70,-4.96,-9.22,-8.02,-10.09,-9.88,-19.42,-18.12
Price/Tangible Book Value High,-4.47,-4.88,-5.05,-6.13,-11.26,-9.36,-11.69,-12.44,-21.75,-22.78
Price/Tangible Book Value Low,-2.69,-3.45,-4.18,-4.05,-8.21,-6.82,-8.37,-7.27,-16.59,-14.77
Price/Sales,8.89,9.65,9.25,10.83,13.57,14.78,14.61,13.04,17.47,12.02
Price/Sales Average,7.83,8.22,9.48,9.42,11.82,13.41,14.23,13.12,15.87,14.61
Price/Sales High,9.60,10.09,10.19,11.64,14.43,15.66,16.50,16.51,17.78,18.36
Price/Sales Low,5.78,7.14,8.43,7.69,10.53,11.41,11.82,9.66,13.56,11.90
Price/Cash Flow,20.38,23.27,20.31,22.69,26.88,26.10,26.62,23.45,34.11,19.74
Price/Cash Flow Average,17.95,19.80,20.81,19.74,23.41,23.68,25.93,23.59,30.98,23.99
Price/Cash Flow High,22.01,24.32,22.38,24.39,28.58,27.64,30.05,29.69,34.70,30.16
Price/Cash Flow Low,13.25,17.20,18.51,16.10,20.85,20.15,21.52,17.36,26.48,19.55
Price/Free Cash Flow,18.65,21.08,18.98,21.63,25.85,25.01,24.45,21.91,32.44,19.20
Price/Free Cash Flow Average,16.44,17.94,19.45,18.82,22.51,22.70,23.82,22.03,29.47,23.34
Price/Free Cash Flow High,20.15,22.04,20.92,23.25,27.48,26.49,27.61,27.74,33.01,29.34
Price/Free Cash Flow Low,12.13,15.59,17.30,15.35,20.05,19.31,19.77,16.22,25.19,19.02
EV/Sales,9.03,22.93,20.10,21.37,25.78,16.11,15.07,13.41,17.59,12.15
EV/Sales Average,7.99,21.51,20.35,19.98,24.05,14.70,14.70,13.51,16.01,14.76
EV/Sales High,9.77,23.39,21.07,22.21,26.67,17.03,16.97,16.90,17.92,18.52
EV/Sales Low,5.93,20.43,19.30,18.25,22.76,12.61,12.28,10.04,13.70,12.06
EV/EBITDA,14.14,35.66,30.16,31.65,37.28,24.30,23.96,21.11,27.22,18.05
EV/EBITDA Average,12.51,33.45,30.54,29.59,34.78,22.17,23.38,21.26,24.78,21.93
EV/EBITDA High,15.29,36.38,31.61,32.89,38.56,25.70,26.99,26.61,27.73,27.51
EV/EBITDA Low,9.29,31.77,28.96,27.02,32.91,19.03,19.53,15.81,21.21,17.91
EV/EBIT,16.20,40.36,33.62,34.88,40.64,26.62,28.34,24.83,31.19,20.22
EV/EBIT Average,14.33,37.87,34.05,32.62,37.91,24.29,27.66,25.01,28.39,24.56
EV/EBIT High,17.52,41.17,35.24,36.25,42.04,28.15,31.93,31.30,31.77,30.82
EV/EBIT Low,10.64,35.96,32.29,29.78,35.87,20.84,23.11,18.59,24.30,20.06
Last Price,78.44,89.85,91.52,115.35,146.05,186.11,199.18,178.00,228.66,168.16
High Price,84.71,93.91,100.87,124.01,155.29,197.08,224.91,225.36,232.64,256.94
Low Price,51.00,66.44,83.43,81.87,113.27,143.68,161.05,131.80,177.51,166.58
Enterprise Value,26512,71375,66866,76838,93970,69409,73340,65485,82493,60980
Enterprise Value Average,23465,66960,67708,71850,87659,63328,71579,65955,75097,74077
Enterprise Value High,28674,72811,70089,79851,97195,73397,82621,82547,84035,92942
Enterprise Value Low,17420,63596,64213,65597,82940,54342,59793,49042,64266,60509
