,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,1696,1840,1810,1868,2146,2448,2595,2537,2810,2791
+ Sales & Services Revenue,1696,1840,1810,1868,2146,2448,2595,2537,2810,2791
- Cost of Revenue,857,897,865,872,975,1064,1104,1212,1260,1260
+ Cost of Goods & Services,857,897,865,872,975,1064,1104,1212,1260,1260
Gross Profit,839,942,944,996,1172,1384,1492,1325,1550,1531
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,567,640,621,622,785,985,1048,863,991,1018
"+ Selling, General & Admin",502,579,569,563,700,879,934,744,860,864
+ Research & Development,65,61,52,59,85,106,114,120,131,154
+ Other Operating Expense,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),272,303,323,374,387,400,443,462,559,514
- Non-Operating (Income) Loss,96,83,79,129,102,180,103,104,-1,68
"+ Interest Expense, Net",56,65,61,54,82,102,79,65,56,53
+ Interest Expense,57,65,61,55,83,103,80,66,57,54
- Interest Income,1,1,1,0,1,1,2,1,1,1
+ Other Non-Op (Income) Loss,40,18,18,74,20,78,25,38,-56,14
Pretax Income,176,220,245,246,285,220,340,358,559,446
- Income Tax Expense (Benefit),24,29,8,8,130,23,-122,22,74,83
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,152,191,237,238,155,196,462,336,485,363
- Net Extraordinary Losses (Gains),2,5,-7,1,3,-4,1,0,0,0
+ Discontinued Operations,0,-3,9,0,-3,4,-1,0,0,0
+ Extraord. & Accounting Changes,3,8,-16,1,5,-9,1,1,-1,0
Income (Loss) Incl. MI,150,187,244,237,153,201,461,335,485,363
- Minority Interest,-1,-1,-1,0,0,0,0,0,0,0
"Net Income, GAAP",151,188,245,237,153,201,461,335,485,363
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",151,188,245,237,153,201,461,335,485,363
Basic Weighted Avg Shares,41,41,42,43,45,46,46,46,47,47
"Basic EPS, GAAP",3.67,4.54,5.89,5.48,3.39,4.39,9.99,7.21,10.38,7.74
Basic EPS from Cont Ops,3.70,4.63,5.70,5.49,3.45,4.30,10.00,7.22,10.37,7.74
Diluted Weighted Avg Shares,44,46,48,48,47,47,47,47,47,47
"Diluted EPS, GAAP",3.45,4.04,5.10,4.98,3.27,4.29,9.80,7.09,10.23,7.68
Diluted EPS from Cont Ops,3.48,4.12,4.93,4.99,3.33,4.20,9.81,7.10,10.23,7.67
EBITDA,365,414,432,492,542,610,657,689,796,744
EBITDA Margin (%),21.50,22.49,23.85,26.35,25.27,24.90,25.33,27.15,28.33,26.66
EBITA,272,303,323,374,387,400,443,462,559,514
EBIT,272,303,323,374,387,400,443,462,559,514
Gross Margin (%),49.46,51.22,52.19,53.33,54.60,56.55,57.47,52.22,55.15,54.86
Operating Margin (%),16.02,16.45,17.87,20.04,18.03,16.32,17.08,18.19,19.88,18.40
Profit Margin (%),8.89,10.20,13.53,12.71,7.11,8.20,17.78,13.22,17.28,13.01
Sales per Employee,148796,157251,148335,148256,149049,161078,180233,181225,200683,180067
Dividend per Share,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
Depreciation Expense,93,111,108,118,155,210,214,227,237,231
