,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.54,0.48,0.68,0.76,0.95,0.41,0.28,0.41,0.23,0.20
Current Ratio,1.24,1.14,1.31,1.28,1.51,0.99,0.86,0.98,0.83,0.80
Quick Ratio,0.93,0.85,1.05,1.08,1.29,0.73,0.66,0.77,0.56,0.58
CFO/Avg Current Liab,0.55,0.58,0.59,0.54,0.48,0.44,0.45,0.48,0.47,0.41
Common Equity/Total Assets,59.95,69.66,72.48,70.88,66.24,77.23,78.89,68.30,70.57,73.57
Long-Term Debt/Equity (%),99.77,135.75,242.83,268.35,307.77,193.77,196.05,297.89,223.06,206.43
Long-Term Debt/Capital (%),31.92,30.48,34.81,33.53,36.62,30.63,30.97,37.48,34.11,33.32
Long-Term Debt/Total Assets (%),31.41,33.78,41.93,40.54,42.35,36.44,37.11,43.45,39.00,38.68
Total Debt/Equity (%),121.53,164.67,276.67,329.90,357.72,221.35,215.68,325.78,249.73,226.20
Total Debt/Capital (%),38.88,36.97,39.66,41.22,42.57,34.99,34.07,40.99,38.18,36.51
Total Debt/Total Assets (%),38.25,40.98,47.78,49.84,49.22,41.63,40.83,47.52,43.66,42.38
CFO/Total Liabilities,18.25,19.84,18.36,16.53,14.52,14.93,15.15,13.37,15.24,14.43
CFO/CapEx,3.47,3.67,3.84,3.42,3.37,2.87,2.28,2.50,2.51,2.08
Altman's Z-Score,5.20,5.72,5.59,5.22,5.09,5.34,5.72,5.04,5.53,5.63
