,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,18.81,21.93,26.87,23.61,35.06,12.48,26.02,28.55,31.35,27.92
Price/Earnings Average,18.23,20.28,25.71,23.39,33.02,12.52,24.32,26.41,27.29,26.55
Price/Earnings High,19.75,23.01,27.48,25.04,35.25,13.85,26.71,28.83,31.52,28.88
Price/Earnings Low,15.57,17.60,20.32,21.04,29.55,10.85,20.30,19.66,23.30,23.70
Price/Book Value,2.73,2.91,2.90,2.84,3.22,2.59,3.07,3.20,3.66,3.67
Price/Book Value Average,2.64,2.69,2.78,2.82,3.03,2.60,2.87,2.96,3.19,3.49
Price/Book Value High,2.87,3.05,2.97,3.02,3.24,2.88,3.15,3.23,3.68,3.79
Price/Book Value Low,2.26,2.33,2.19,2.53,2.71,2.25,2.40,2.21,2.72,3.11
Price/Tangible Book Value,-15.27,-12.37,-9.59,-8.94,-9.65,-9.70,-11.41,-8.29,-11.43,-15.06
Price/Tangible Book Value Average,-14.79,-11.44,-9.18,-8.86,-9.09,-9.73,-10.67,-7.67,-9.95,-14.32
Price/Tangible Book Value High,-16.03,-12.98,-9.81,-9.48,-9.70,-10.77,-11.72,-8.37,-11.49,-15.58
Price/Tangible Book Value Low,-12.64,-9.92,-7.25,-7.97,-8.13,-8.43,-8.90,-5.71,-8.49,-12.79
Price/Sales,1.91,2.14,2.32,2.38,2.68,2.42,2.83,2.89,3.00,2.88
Price/Sales Average,1.85,1.98,2.22,2.36,2.52,2.42,2.65,2.67,2.62,2.74
Price/Sales High,2.00,2.25,2.38,2.52,2.70,2.68,2.91,2.92,3.02,2.98
Price/Sales Low,1.58,1.72,1.76,2.12,2.26,2.10,2.21,1.99,2.23,2.44
Price/Cash Flow,13.09,13.59,13.84,14.36,17.04,16.59,19.72,19.15,20.56,23.01
Price/Cash Flow Average,12.68,12.57,13.25,14.23,16.05,16.64,18.44,17.72,17.90,21.88
Price/Cash Flow High,13.74,14.26,14.16,15.23,17.13,18.41,20.25,19.34,20.67,23.80
Price/Cash Flow Low,10.83,10.91,10.47,12.80,14.36,14.42,15.39,13.19,15.28,19.53
Price/Free Cash Flow,10.36,10.96,11.26,11.30,13.30,12.39,13.87,13.81,14.77,15.64
Price/Free Cash Flow Average,10.04,10.14,10.78,11.20,12.53,12.42,12.96,12.77,12.86,14.87
Price/Free Cash Flow High,10.88,11.51,11.52,11.98,13.37,13.75,14.24,13.94,14.85,16.18
Price/Free Cash Flow Low,8.58,8.80,8.51,10.07,11.21,10.77,10.82,9.50,10.97,13.28
EV/Sales,2.21,2.45,2.66,2.71,2.99,2.77,3.23,3.38,3.44,3.27
EV/Sales Average,2.16,2.32,2.61,2.80,2.98,2.78,3.05,3.18,3.05,3.13
EV/Sales High,2.31,2.59,2.76,2.97,3.15,3.04,3.31,3.43,3.46,3.37
EV/Sales Low,1.89,2.06,2.14,2.57,2.71,2.46,2.61,2.50,2.67,2.84
EV/EBITDA,11.88,13.36,13.84,14.02,14.77,14.30,17.03,18.85,19.01,19.31
EV/EBITDA Average,11.58,12.70,13.56,14.48,14.69,14.36,16.08,17.75,16.89,18.50
EV/EBITDA High,12.41,14.15,14.36,15.33,15.53,15.69,17.45,19.11,19.13,19.92
EV/EBITDA Low,10.14,11.27,11.14,13.26,13.38,12.70,13.76,13.94,14.77,16.77
EV/EBIT,15.13,17.02,17.29,17.41,18.10,17.70,21.06,23.61,24.48,24.88
EV/EBIT Average,14.76,16.18,16.94,17.98,18.00,17.77,19.88,22.23,21.75,23.84
EV/EBIT High,15.82,18.03,17.93,19.04,19.03,19.42,21.57,23.95,24.63,25.67
EV/EBIT Low,12.92,14.35,13.91,16.46,16.40,15.71,17.02,17.46,19.02,21.61
Last Price,82.91,95.96,101.15,104.63,119.92,110.36,136.81,147.31,172.67,180.66
High Price,87.06,100.70,103.44,110.94,120.57,122.51,140.45,148.77,173.62,186.84
Low Price,68.64,77.01,76.48,93.25,101.06,95.94,106.73,101.42,128.32,153.37
Enterprise Value,146881,163110,167888,170377,190190,178909,216715,237985,273257,282616
Enterprise Value Average,143234,154982,164501,175968,189197,179662,204552,224100,242768,270761
Enterprise Value High,153530,172756,174117,186354,200013,196301,222007,241366,274962,291520
Enterprise Value Low,125366,137505,135079,161093,172309,158863,175102,176023,212313,245431
