,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
+ Net Income,13,196,-29,-17,-40,133,334,734,1033,103
+ Depreciation & Amortization,74,217,675,705,714,663,469,456,361,339
+ Non-Cash Items,47,-49,124,68,88,110,50,134,178,304
+ Stock-Based Compensation,30,65,140,89,68,72,76,89,84,106
+ Deferred Income Taxes,0,-110,-12,-28,-32,-70,-11,-18,32,-66
+ Asset Impairment Charge,11,0,0,0,46,16,19,3,48,240
+ Other Non-Cash Adj,6,-4,-4,7,6,93,-34,60,15,25
+ Chg in Non-Cash Work Cap,-3,-58,-82,21,91,-96,92,-22,-524,97
+ (Inc) Dec in Accts Receiv,6,-30,37,-37,13,-32,21,-91,-108,265
+ (Inc) Dec in Inventories,35,10,-84,-6,-42,-40,10,9,-236,-81
+ (Inc) Dec in Prepaid Assets,-2,-26,-29,20,28,13,-15,-18,-177,43
+ Inc (Dec) in Accts Payable,-39,-34,3,26,36,11,64,65,22,-133
+ Inc (Dec) in Other,-5,22,-9,18,55,-49,11,14,-25,4
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,131,306,688,777,853,810,946,1302,1049,843
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,2,7,1,0,0,0,0,0,0,0
+ Disp of Fixed Prod Assets,2,7,1,0,0,0,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-68,-171,-316,-553,-270,-221,-164,-187,-213,-159
+ Acq of Fixed Prod Assets,-67,-170,-316,-553,-270,-221,-164,-187,-213,-159
+ Acq of Intangible Assets,-1,-1,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,9,-126,36,186,0,0,2,0,0,0
+ Dec in LT Investment,134,261,402,187,0,133,2,0,0,0
+ Inc in LT Investment,-125,-388,-366,0,0,-133,0,0,0,0
+ Net Cash From Acq & Div,0,226,0,-118,0,0,-946,-47,-389,0
+ Cash from Divestitures,0,226,0,0,0,0,0,0,0,0
+ Cash for Acq of Subs,0,0,0,-118,0,0,-946,-47,-389,0
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,0,0,0,-6,-8,-27,2,15,7,6
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-57,-64,-279,-490,-277,-248,-1106,-219,-596,-153
+ Dividends Paid,0,0,0,0,0,0,0,0,0,0
+ Net Cash From Debt,0,-88,1000,0,-8,-145,659,119,302,0
+ Cash From Debt,0,0,1175,0,100,905,659,1207,499,0
+ Repayments of Debt,0,-88,-175,0,-108,-1051,0,-1088,-197,0
+ Cash (Repurchase) of Equity,5,-5,-1248,-150,-162,-597,-465,-472,-1114,-829
+ Increase in Capital Stock,17,46,52,59,57,41,50,43,38,33
+ Decrease in Capital Stock,-13,-51,-1300,-209,-220,-638,-515,-515,-1152,-862
+ Other Financing Activities,-9,-21,-35,-15,-27,-35,-29,-48,-63,-24
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-4,-113,-283,-166,-197,-777,166,-402,-876,-853
Effect of Foreign Exchange Rates,1,-1,0,-1,2,-1,-1,1,-3,0
Net Changes in Cash,70,129,126,121,378,-214,5,681,-422,-164
EBITDA,102,339,687,793,784,880,892,1363,1587,522
EBITDA Margin (%),8.86,19.84,26.31,26.14,26.38,28.46,27.54,33.94,34.17,14.62
Net Cash Paid for Acquisitions,0,-226,0,118,0,0,946,47,389,0
Free Cash Flow,63,135,372,224,583,589,782,1115,836,684
Free Cash Flow to Firm,66,0,0,188,443,0,833,1183,891,741
Free Cash Flow to Equity,67,56,1373,224,575,444,1441,1234,1137,684
Free Cash Flow per Basic Share,0.42,0.90,2.62,1.76,4.59,4.73,6.68,9.78,7.86,6.70
Price/Free Cash Flow,0,25.46,7.25,6.61,7.97,8.86,8.76,13.84,11.26,10.37
Cash Flow to Net Income,10.35,1.56,-23.85,-46.92,-21.16,6.09,2.83,1.77,1.02,8.17
