,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,36183,46841,63111,84628,94219,104951,103324,110863,109379,114699
ST Debt,14158,14988,19562,29028,26965,31891,37400,36913,33720,38778
LT Debt,22025,31853,43549,55600,67254,73060,65924,73950,75659,75921
Total Debt/EBITDA,2.64,5.27,4.89,4.24,4.23,5.79,5.27,5.70,5.12,5.31
Net Debt/EBITDA,1.18,3.14,3.71,3.59,3.53,4.64,4.30,4.62,4.18,4.42
Total Debt/EBIT,6.38,28.39,12.89,8.87,9.41,23.61,18.85,16.71,11.73,11.12
Net Debt/EBIT,2.85,16.90,9.78,7.51,7.86,18.92,15.37,13.55,9.58,9.26
EBITDA to Interest Expense,41.06,22.05,29.15,34.88,38.74,27.65,25.06,17.71,22.50,21.89
EBITDA-CapEx/Interest Expense,34.31,10.20,-5.07,0.58,5.39,2.10,4.09,3.84,7.13,9.78
EBIT to Interest Expense,16.98,4.09,11.05,16.69,17.42,6.79,7.01,6.04,9.81,10.45
Interest Expense,334,403,443,572,575,655,782,1098,950,987
Common Equity/Total Assets,8.31,8.21,10.44,11.81,8.30,9.82,11.78,13.60,17.14,18.66
Long-Term Debt/Equity (%),51.01,88.42,108.00,126.15,185.78,170.79,143.45,148.86,114.96,105.03
Long-Term Debt/Capital (%),41.02,51.37,51.93,50.07,59.49,55.68,49.06,50.14,48.07,45.07
Long-Term Debt/Total Assets (%),13.24,17.93,22.39,25.08,31.65,32.14,28.91,31.44,30.92,28.75
Total Debt/Equity (%),83.81,130.03,156.51,192.01,260.27,245.34,224.83,223.17,166.19,158.68
Total Debt/Capital (%),67.39,75.55,75.25,76.21,83.34,79.99,76.90,75.17,69.49,68.09
Total Debt/Total Assets (%),21.75,26.36,32.44,38.17,44.34,46.16,45.31,47.14,44.70,43.44
Net Debt to Equity,37.43,77.41,118.72,162.60,217.42,196.62,183.33,180.97,135.70,132.18
Net Debt/Capital (%),48.00,64.78,69.76,73.06,80.69,76.21,73.08,70.51,65.03,63.99
EBITDA,13713,8888,12914,19953,22277,18114,19599,19449,21375,21604
EBITDA-CapEx,11459,4112,-2244,329,3097,1378,3195,4216,6773,9655
Operating Income (Loss),5672,1650,4897,9545,10016,4445,5481,6634,9324,10314
