,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,8.34,6.44,5.86,5.73,4.82,4.74,4.11,3.62,3.72,3.87
Days Sales Outstanding,43.74,56.67,62.28,63.72,75.70,77.05,88.83,100.79,98.13,94.31
Inventory Turnover,9.56,10.27,9.78,10.53,10.31,12.98,12.20,10.55,9.40,9.58
Days Inventory Outstanding,38.20,35.55,37.31,34.65,35.42,28.11,29.93,34.61,38.84,38.12
Accounts Payable Turnover,5.60,6.14,5.76,5.69,4.83,5.72,5.72,5.31,5.55,5.77
Accounts Payable Turnover Days,65.13,59.43,63.37,64.15,75.59,63.86,63.83,68.78,65.77,63.26
Cash Conversion Cycle,16.81,32.79,36.22,34.21,35.53,41.30,54.93,66.61,71.19,69.18
Inventory to Cash Days,5.54,21.12,24.97,29.07,40.28,48.94,58.90,66.18,59.29,56.20
Inventories,14039,13642,13764,13788,10663,9816,10398,10235,12988,15366
Raw Materials,5872,5380,5147,5643,4203,4274,4713,5117,8240,8014
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,8167,8262,8617,8145,6460,5542,5685,5118,4748,7353
Other Inventory,0,0,0,0,0,0,0,0,0,-1
