,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,1500,1600,1500,1500,1400,1400,1400,1400,1500,1400
Diluted Weighted Avg Shares,1676,1687,1640,1570,1492,1431,1439,1442,1468,1454
Basic Weighted Avg Shares,1393,1605,1586,1540,1465,1411,1424,1433,1451,1445
Revenue per Share,111.58,97.15,96.06,108.04,99.38,104.22,96.37,85.47,87.53,108.47
EBITDA per Share,9.84,5.54,8.14,12.96,15.21,12.84,13.76,13.57,14.73,14.95
Operating Income per Share,4.07,1.03,3.09,6.20,6.84,3.15,3.85,4.63,6.43,7.14
"Basic EPS, GAAP",2.71,1.75,6.11,6.12,-2.65,5.61,4.62,4.36,6.78,6.17
Basic EPS from Cont Ops,3.83,2.50,6.06,6.02,0.23,5.72,4.68,4.41,6.85,6.72
"Diluted EPS, GAAP",2.25,1.66,5.91,6.00,-2.60,5.53,4.57,4.33,6.70,6.13
Diluted EPS from Cont Ops,3.18,2.38,5.86,5.90,0.22,5.64,4.63,4.38,6.77,6.68
Dividend per Share,1.21,1.97,1.41,1.54,1.52,1.59,1.65,0.47,0.13,0.27
Cash Flow per Share,9.07,6.27,7.55,10.74,11.83,10.81,10.55,11.63,10.47,11.10
Free Cash Flow per Basic Share,7.45,3.29,-2.01,-2.00,-1.26,-1.05,-0.97,1.00,0.40,2.83
Cash & Equivalents per Share,19.33,17.61,15.60,16.53,17.02,19.15,16.60,20.74,19.12,22.36
Book Value per Share,9.22,9.12,13.53,17.46,12.60,15.95,19.20,22.84,27.97,35.19
Tangible Book Value per Share,21.89,18.51,22.90,25.19,21.68,26.57,29.01,31.76,40.49,48.10
