,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,500,501,497,493,486,480,476,475,473,464
Diluted Weighted Avg Shares,500,502,502,498,493,487,482,479,477,470
Basic Weighted Avg Shares,500,501,500,496,490,483,478,476,474,469
Revenue per Share,9.12,9.55,9.54,9.86,10.83,12.06,13.09,14.04,16.39,17.23
EBITDA per Share,2.06,2.34,2.54,3.30,4.01,4.53,5.08,5.70,6.85,7.24
Operating Income per Share,1.64,1.93,2.14,2.82,3.52,3.89,4.22,4.77,5.91,6.24
"Basic EPS, GAAP",1.01,1.16,0.68,1.66,1.76,2.96,3.14,3.44,4.29,4.51
Basic EPS from Cont Ops,1.01,1.17,0.68,1.65,1.76,2.95,3.14,3.44,4.29,4.50
"Diluted EPS, GAAP",1.01,1.16,0.68,1.65,1.75,2.93,3.11,3.42,4.27,4.49
Diluted EPS from Cont Ops,1.01,1.17,0.68,1.64,1.75,2.92,3.11,3.42,4.27,4.49
Dividend per Share,0.20,0.29,0.34,0.38,0.42,0.50,0.66,0.80,1.00,1.30
Cash Flow per Share,1.36,1.25,1.33,1.44,2.75,3.71,3.75,4.47,4.67,4.08
Free Cash Flow per Basic Share,0.99,0.86,0.88,1.00,2.29,3.01,2.79,3.52,3.66,2.83
Cash & Equivalents per Share,1.22,1.76,2.32,1.48,3.22,3.55,4.06,7.58,7.37,7.71
Book Value per Share,0.56,1.42,1.77,3.01,4.35,6.83,9.32,11.92,15.22,18.70
Tangible Book Value per Share,-1.65,-0.73,-3.12,-2.46,-2.04,-4.96,-3.73,-1.33,0.82,0.60
