,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,6.85,6.79,6.43,6.85,7.04,7.33,6.55,5.58,6.15,6.17
Days Sales Outstanding,53.32,53.74,56.79,53.29,51.87,49.81,55.71,65.37,59.37,59.20
Inventory Turnover,1.70,1.74,1.81,1.90,1.77,1.95,1.84,1.66,1.67,1.93
Days Inventory Outstanding,214.45,209.95,201.17,192.54,205.77,187.04,198.60,219.40,218.24,189.60
Accounts Payable Turnover,6.00,5.96,6.56,7.06,6.49,6.34,6.30,5.89,5.82,5.91
Accounts Payable Turnover Days,60.84,61.27,55.65,51.70,56.24,57.53,57.89,62.02,62.71,61.77
Cash Conversion Cycle,206.93,202.42,202.32,194.12,201.41,179.32,196.42,222.75,214.89,187.03
Inventory to Cash Days,-161.13,-156.21,-144.38,-139.25,-153.90,-137.23,-142.89,-154.04,-158.87,-130.41
Inventories,339,381,420,418,454,469,507,570,586,629
Raw Materials,79,77,81,86,107,113,131,151,138,174
Work In Process,11,14,15,13,13,13,13,12,14,15
Finished Goods,249,290,324,319,334,344,362,407,434,440
Other Inventory,0,0,0,0,0,0,0,0,0,0
