,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,48,48,48,49,49,49,49,49,49,49
Diluted Weighted Avg Shares,50,49,49,49,50,50,50,50,50,50
Basic Weighted Avg Shares,48,48,48,49,49,49,49,49,49,49
Revenue per Share,33.08,35.74,37.23,40.55,43.83,51.58,53.71,49.51,59.40,67.11
EBITDA per Share,9.72,9.25,8.87,10.77,12.65,14.31,16.37,12.20,16.57,17.32
Operating Income per Share,7.11,6.38,4.90,6.68,8.79,8.71,10.68,6.35,10.28,10.30
"Basic EPS, GAAP",6.17,5.61,4.22,5.65,7.64,2.85,9.45,4.86,59.85,7.83
Basic EPS from Cont Ops,6.19,5.66,4.25,5.67,7.64,2.85,9.45,4.86,59.85,7.83
"Diluted EPS, GAAP",5.96,5.51,4.14,5.59,7.52,2.81,9.33,4.81,59.13,7.76
Diluted EPS from Cont Ops,5.98,5.55,4.17,5.61,7.52,2.81,9.33,4.81,59.13,7.76
Dividend per Share,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
Cash Flow per Share,8.67,9.46,8.10,10.51,12.16,13.62,14.44,9.91,15.01,14.04
Free Cash Flow per Basic Share,4.95,4.51,3.07,7.36,9.56,9.68,8.52,3.59,10.65,9.14
Cash & Equivalents per Share,1.61,0.52,0.34,2.07,1.82,1.58,1.81,2.36,1.95,2.80
Book Value per Share,27.44,32.90,36.97,42.14,49.99,52.47,61.75,66.54,125.91,133.68
Tangible Book Value per Share,17.44,-1.79,1.36,1.93,6.48,-12.31,-4.19,1.80,62.81,34.08
