,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,1374,1381,1870,1867,2410,1785,1788,1790,1786,1788
ST Debt,624,631,634,630,628,0,0,0,0,0
LT Debt,750,750,1235,1237,1783,1785,1788,1790,1786,1788
Total Debt/EBITDA,2.33,2.20,2.80,2.51,3.18,2.19,2.10,2.06,1.95,1.81
Net Debt/EBITDA,1.76,1.89,2.46,2.20,2.57,1.75,1.50,1.60,1.71,1.43
Total Debt/EBIT,2.60,2.45,3.09,2.72,3.41,2.33,2.22,2.17,2.06,1.90
Net Debt/EBIT,1.96,2.11,2.71,2.38,2.75,1.86,1.59,1.69,1.80,1.50
EBITDA to Interest Expense,7.88,7.30,6.20,6.44,5.56,7.10,9.41,9.66,10.99,13.15
EBITDA-CapEx/Interest Expense,7.00,6.85,5.82,4.98,5.19,6.78,8.96,9.18,10.35,12.78
EBIT to Interest Expense,7.07,6.56,5.63,5.94,5.19,6.68,8.90,9.14,10.41,12.52
Interest Expense,75,86,108,116,136,115,91,90,83,75
Common Equity/Total Assets,-727.45,-881.75,-789.96,-778.93,-601.61,-892.63,-888.73,-78.52,-63.40,-89.97
Long-Term Debt/Equity (%),0,0,0,0,0,0,0,0,0,0
Long-Term Debt/Capital (%),-4.17,-4.26,-7.37,-7.58,-11.66,-11.66,-12.17,444.59,338.22,782.79
Long-Term Debt/Total Assets (%),28.19,34.81,52.40,52.99,60.61,93.24,96.42,101.31,90.02,103.14
Total Debt/Equity (%),-324.41,-156.34,-174.66,-155.50,-191.24,-128.84,-119.96,-128.76,-141.66,-114.45
Total Debt/Capital (%),-7.64,-7.84,-11.16,-11.44,-15.77,-11.66,-12.17,444.59,338.22,782.79
Total Debt/Total Assets (%),51.64,64.10,79.30,79.97,81.94,93.24,96.42,101.31,90.02,103.14
Net Debt to Equity,-244.32,-134.65,-153.30,-136.18,-154.28,-103.04,-85.86,-99.91,-123.93,-90.53
Net Debt/Capital (%),-5.65,-6.68,-9.66,-9.88,-12.34,-9.12,-8.42,95984.04,513.07,-974.04
EBITDA,589,628,667,745,758,816,852,871,915,990
EBITDA-CapEx,523,589,627,575,708,779,812,827,862,963
Operating Income (Loss),528,564,606,687,708,767,806,824,867,943
