,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,9424,13654,13221,12997,17281,15752,24430,22592,17803,13474
- Cash & Cash Equivalents,338,477,447,475,941,1035,1271,935,1520,1435
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,1486,3594,2937,3858,4519,4819,5037,4333,5978,7037
Enterprise Value,10572,16771,15711,16380,20858,19536,28195,25990,22261,19076
Total Capital,2522,4998,4704,6077,7478,8637,9750,9750,12234,14248
Total Debt/Capital (%),58.94,71.91,62.44,63.49,60.43,55.80,51.66,44.44,48.86,49.39
Total Debt / EV,0.14,0.21,0.19,0.24,0.22,0.25,0.18,0.17,0.27,0.37
EV/Sales,11.81,13.98,9.23,8.94,9.27,8.03,10.64,10.88,7.86,5.57
EV/EBITDA,21.72,24.93,18.32,17.20,18.26,14.37,18.73,21.18,14.58,10.78
EV/EBIT,25.13,29.66,23.54,21.72,23.60,17.91,22.90,26.73,17.92,13.19
EV/Cash Flow to Firm,27.30,26.66,19.60,21.65,27.68,19.75,21.91,16.54,17.37,21.73
EV/Free Cash Flow to Firm,25.91,25.56,18.63,20.09,25.32,18.25,20.70,15.75,15.98,18.53
Diluted Market Cap,9674,12957,13473,13475,18010,16909,25783,23417,18968,14118
Diluted Enterprise Value,10822,16073,15963,16858,21588,20693,29549,26814,23426,19720
EV per Share,128.19,182.96,170.07,178.36,232.27,227.58,330.38,310.64,282.15,260.04
TTM Sales,895,1199,1703,1832,2250,2433,2649,2389,2834,3427
TTM EBITDA,487,673,858,952,1142,1360,1506,1227,1527,1769
TTM Operating Income,421,565,668,754,884,1091,1231,972,1243,1447
TTM Cash Flow to Firm,387,629,801,757,754,989,1287,1571,1281,878
TTM Free Cash Flow to Firm,408,656,843,816,824,1070,1362,1650,1393,1029
