,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.30,0.18,0.14,0.08,0.08,0.15,0.19,0.79,0.79,0.78
Current Ratio,2.51,2.59,2.83,1.90,1.78,2.33,2.51,2.65,3.11,3.47
Quick Ratio,1.67,1.61,1.77,1.25,1.15,1.52,1.59,1.89,2.15,2.26
CFO/Avg Current Liab,0.60,0.55,0.71,0.68,0.56,0.71,0.71,0.95,0.90,0.69
Common Equity/Total Assets,58.19,62.75,68.07,73.09,73.15,80.49,85.13,79.67,85.32,91.26
Long-Term Debt/Equity (%),40.32,38.77,35.45,26.90,25.35,30.33,28.69,31.61,28.95,27.28
Long-Term Debt/Capital (%),25.41,23.69,21.80,15.82,14.94,17.27,16.25,18.07,17.33,16.10
Long-Term Debt/Total Assets (%),20.90,20.02,19.20,15.01,14.36,17.61,17.29,18.55,18.01,17.62
Total Debt/Equity (%),45.63,41.31,36.21,38.33,39.93,36.31,34.61,38.60,29.37,27.66
Total Debt/Capital (%),28.75,25.25,22.27,22.55,23.52,20.67,19.61,22.06,17.58,16.32
Total Debt/Total Assets (%),23.65,21.33,19.61,21.39,22.61,21.07,20.85,22.64,18.26,17.87
CFO/Total Liabilities,19.83,19.09,24.15,27.17,26.73,33.91,29.81,37.21,37.82,27.34
CFO/CapEx,5.56,4.94,6.18,7.64,7.42,8.41,6.79,15.38,13.79,8.02
Altman's Z-Score,5.01,5.53,6.22,6.16,5.79,5.53,5.82,5.06,6.14,6.51
