,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,972,919,880,1010,1187,1132,1187,1485,1235,1246
ST Debt,113,57,18,301,433,186,203,269,17,17
LT Debt,859,863,862,709,754,946,984,1216,1217,1229
Total Debt/EBITDA,1.47,1.20,1.04,1.07,1.22,1.08,1.13,1.52,1.01,0.95
Net Debt/EBITDA,1.14,1.03,0.93,0.99,1.12,0.94,0.92,0.54,0.34,0.34
Total Debt/EBIT,1.66,1.34,1.15,1.18,1.35,1.18,1.23,1.69,1.10,1.03
Net Debt/EBIT,1.29,1.15,1.03,1.09,1.24,1.04,1.00,0.60,0.37,0.37
EBITDA to Interest Expense,11.82,14.45,16.33,18.00,18.60,20.84,21.52,18.10,23.13,27.76
EBITDA-CapEx/Interest Expense,10.56,12.92,14.78,16.58,17.04,19.03,19.50,16.88,21.81,25.97
EBIT to Interest Expense,10.45,12.94,14.74,16.36,16.82,18.97,19.64,16.31,21.16,25.63
Interest Expense,56,53,52,52,52,50,49,54,53,47
Common Equity/Total Assets,58.19,62.75,68.07,73.09,73.15,80.49,85.13,79.67,85.32,91.26
Long-Term Debt/Equity (%),40.32,38.77,35.45,26.90,25.35,30.33,28.69,31.61,28.95,27.28
Long-Term Debt/Capital (%),25.41,23.69,21.80,15.82,14.94,17.27,16.25,18.07,17.33,16.10
Long-Term Debt/Total Assets (%),20.90,20.02,19.20,15.01,14.36,17.61,17.29,18.55,18.01,17.62
Total Debt/Equity (%),45.63,41.31,36.21,38.33,39.93,36.31,34.61,38.60,29.37,27.66
Total Debt/Capital (%),28.75,25.25,22.27,22.55,23.52,20.67,19.61,22.06,17.58,16.32
Total Debt/Total Assets (%),23.65,21.33,19.61,21.39,22.61,21.07,20.85,22.64,18.26,17.87
Net Debt to Equity,35.41,35.34,32.39,35.39,36.83,31.79,28.14,13.71,10.00,9.85
Net Debt/Capital (%),23.85,22.41,20.40,21.18,22.10,18.58,16.44,9.08,6.73,6.46
EBITDA,663,764,847,940,975,1050,1055,977,1228,1307
EBITDA-CapEx,592,684,767,866,893,959,955,912,1158,1223
Operating Income (Loss),586,685,765,854,882,956,962,881,1124,1207
